RASGOS,COMENTARIOS
NINGUNO,"No, ya que se esta denigrando a una persona por beneficio propio."
NINGUNO,Literalmente en estos tiempos los lo que está imperando la falta de valores falta de conciencia es lo que ocaciona ese tipo de actitud totalmente reprochable y aborrecible de todo punto vista ..
NINGUNO,"No, yo considero que la integridad de una persona es algo que no se puede negociar con absolutamente nada ya sea hombre u mujer, nada va a justificar el querer pisotear la dignidad de otra persona. "
NINGUNO,no lo haría ya que no estoy dispuesto a perjudicar a otras personas por beneficio propio
NINGUNO,NO!! primero mi integridad y después mis intereses
NINGUNO,No no importa cuanto dinero den. antes lo denunciaría por dicha propuesta
NINGUNO,No porque pienso primero como se sentiría esa persona y no justificaría nada ya que primero la integridad de la persona y luego los intereses de uno mismo
NINGUNO,"No, eso seria injusto recibir un cargo por dañar la dignidad de otra persona... y no estaría siendo profesional..."
NINGUNO,"no le haría eso a mi mejor amiga, aunque me beneficie."
NINGUNO,no haría esa barbaridad ya que todos merecemos respeto.
NINGUNO,No dañaria a mi mejor amiga solo por asender de puesto 
NINGUNO,Alcanzar un cargo importante no depende a costilla de otros si no de uno mismo.
NINGUNO,no haria nada que pueda perjufircar a mis seres queridos y todo lo que tenga sera por mi esfuerzo y si en su debido caso me afrecen asi siemplemente diria no.
NINGUNO,"Toda persona debe ser bienvenida en cualquier parte del mundo, todos somos iguales."
NINGUNO,"Muchas personas que llegan de otros lugares, no llegan hacer el mal, simplemente buscan algo que les ayude a mejorar o salir de la situación en la que se encuentran."
NINGUNO,los extranjeros son seres humanos por lo tanto tienen derecho a vivir mejor sea donde sea.
NINGUNO,"Como humanos, debemos fomentar la no xenofobia..."
NINGUNO,"Nadie es dueño de ningún lugar, tenemos derecho de ser libres e ir donde queramos, dejemos la xenofobia a un lado "
NINGUNO,Debemos ser solidarios con las personas que buscan un mejor futuro en nuestro país
NINGUNO,"Vestirse a la moda no es necesario acomplejarse de ti mismo y no tener amor propio, se tratar de sentirte bien ya sea que estes con sobrepeso o no, lo primordial es quererte a ti y aceptarte tal y como eres."
NINGUNO,"El amor propio es crucial porque cuando la gente empieza a conocernos, la seguridad que tenemos en nosotros puede marcar la relación que mantenemos con los demás individuos de nuestro entorno. "
NINGUNO,"Creo que amarte tal como eres es un reflejo de amor propio, sin importar como luzcas para la sociedad."
NINGUNO,Tiene la razón por que el quererse a uno mismo es lo más importante
NINGUNO,"Estar a la moda no siempre es posible, sin embargo, se puede considerar tener un estilo propio. Cuidar nuestro cuerpo es tan importante ya que podemos tomarlo como un acto de amor propio."
NINGUNO,Pese a uno tener sobrepeso pude lucir bien y vestirse bien eso no influye en nada.
NINGUNO,"Creo que antes de lucir bien frente a los demas, debes de admirarte a ti mismo, si te gusta como te ves, eso es lo que importa, mas no lo que piense los demas sobre eso."
NINGUNO,En realidad  yo si el niño no tiene la culpa 
NINGUNO,"En una infidelidad todo se rompe, muchas veces muy dificil de llevar, pero si se llega a superar aquello si seria capaz de hacerlo siempre y cuando se hagan las cosas claras y no tomar como excusa la adopcion para intentar dar una solucion a aquello que quizas no lo tenga... "
NINGUNO,"Yo si lo haria, despues de todo el niño no tiene la culpa de nada"
NINGUNO,"Si, porque un niño no tiene la culpa de los errores que cometemos los adultos. "
NINGUNO,"Una infidelidad es dificil de perdonar, practicamente ya no existe confianza, la relacion no seria la misma, sin embargo adoptar al niño/a ser­a una accion solidaria ya que le brindara un hogar y cariño a alguien que lo necesita y se podra considerar"
NINGUNO,La verdad es una gran pregunta... Sin duda es una responsabilidad inmensa pero los niños no son responsables de los errores de los adultos y si si lo haria si adoptari­a 
NINGUNO,SI PORQUE ES ALGO TRISTE 
NINGUNO,Si porque no me gustaria que se quede sin la falta de una madre o un padre
NINGUNO,"Lo pensaria demasiado por que a pesar de ser producto de una infidelidad, el hijo no tendria la culpa y aunque me estan comprometiendo de primeras lo aceptari­a y dari­a todo para que me reconozca como padre. "
NINGUNO,"Si, pienso que un ser tan inocente tal y como lo es un niño, debe recibir todo el apoyo posible en este tipo de hechos lamentables, ademas de que aquel ser vivo no tiene culpa de los actos realizados por su madre o padre biologico."
NINGUNO,El niño no tuvo la culpa asi que si adoptaria 
NINGUNO,"Ningun Niño tiene la culpa, hay que ayudar al projimo. "
NINGUNO,"La verdad que si, la vida no es siempre justa para todos, uno nunca sabe si la propia familia de aquella persona quiera saber del niño o no. Por eso no hay que ignorarlo ya que no tiene la culpa de lo sucedido. "
NINGUNO,"Si, pero la infidelidad es una falta de respeto en una relacion pero tambien el niño no tienen la culpa de los errores de sus padres. "
NINGUNO,"Si, porque el niño no tiene la culpa de los errores de sus padres "
NINGUNO,que todos no tenemos el mismo corazon que otros
NINGUNO,Si xq el niñ no tiene la culpa de lo que hacen sus padres 
NINGUNO,Si por que el niño no tiene la culpa
NINGUNO,"si, porque el niño no tiene la culpa de la infidelidad de los padres... "
NINGUNO,"Una situacion muy complicada, pero el niño no tiene la culpa de nada, asi que si asumiria esa responsabilidad. "
NINGUNO,"Si, porque un niño no tiene la culpa de los errores de los padres "
NINGUNO,claro que si adoptaria 
NINGUNO,Si seria capaz porque los niños no son culpables de nada. 
NINGUNO,"La respuesta es Si podemos brindar amor al niño que lo está necesitando, si lo adoptaria"
NINGUNO,"Creo que el niño no tiene la culpa, si lo apotaria."
NINGUNO," Ningún Niño tiene la culpa, por eso hay que brindarle un buen hogar"
NINGUNO,yo si adoptaria un hijo
NINGUNO,"Los niños no tienen la culpa, se estaría ayudando a alguien necesitado  "
NINGUNO,SI PORQUE ES ALGO TRISTE QUE EL NIÑO SE QUEDE SIN NADIE EN ESTA VIDA
NINGUNO,si lo adoptaria porque el bebe merece un buen hogar
NINGUNO,. Hay que amar al prójimo.
NINGUNO,El niño/@ no tuvo la culpa así que si adoptaria
NINGUNO,"Uno no pide nacer, ni mucho menos elige los padres que quiere tener; por ello jamÃ¡s un niño va a tener la culpa de los errores que ha cometido alguno de sus padres. Entonces yo si sería capaz de adoptarlo."
NINGUNO,"La verdad que si, la vida no es siempre justa para todos, uno nunca sabe si la propia familia de aquella persona quiera saber del nino /@ o no. Por eso no hay que ignorarlo ya que no tiene la culpa de lo sucedido."
NINGUNO,IntentarÃ© buscar la forma racional de resolverlo pacíficamente 
NINGUNO,en mi caso si adoptar
NINGUNO,"si ,por que no me gustaría que ese hijo quedara sin la falta de una madre o un padre"
NINGUNO, Si xq el niño no tiene la culpa
NINGUNO,"la infidelidad se puede perdonar , lo importante es cuidar a un niño con amor y paciencia"
NINGUNO,"Creo que el niñ@ no tiene la culpa de los errores que como adulto cometemos, pero si doptaria al bebe"
NINGUNO," Como dicen una infidelidad es difícil de perdonar y superar, si adoptaría."
NINGUNO,si por que no me gustaría que ese hijo quedara solo
NINGUNO,. Hay que amar al prójimo y protegerlo.
NINGUNO,"Pues sí, un niño no tiene culpa "
NINGUNO,adoptaría al niño siempre y cuando el representante del niño no este en condiciones de hacerse responsable del individuo
NINGUNO,yo si adoptaria porque que penita que se quede solo
NINGUNO,claro que si sin dudarlo
NINGUNO,"Creo que el niñ@ no tiene la culpa de los errores que como adulto cometemos, pero si adoptaria a pesar de todo"
NINGUNO,"Si , por que el niño o niña merece una familia y no tiene la culpa de los errores que cometieron los padres y seria feo que el niño/a quede solo"
NINGUNO,si adoptaria al peque 
NINGUNO,adoptar a un niño no es malo pero si queremos debemos de hacerlo de corazon
NINGUNO,"si, aunque una infidelidad es algo que no se supera de la noche a la mañana pero a la final todos cometemos errores en la vida y el niño no tiene la culpa. "
NINGUNO,"Una infidelidad es difícil de perdonar, prÃ¡cticamente ya no existe confianza, la relación no sería la misma, sin embargo adoptar al niño/a sería una acción solidaria ya que le brindaría un hogar y cariño a alguien que lo necesita y se podría considerar "
NINGUNO,Yo sí lo adoptaría.. Los niños no tienen la culpa de las acciones de los padres y peor si fallecen.. Con más razón lo adoptaría aunque algunos piensas lo contrario.
NINGUNO,"Pues el niño no tuvo culpa de las burradas de los padres, cada quien que pague sus platos rotos"
NINGUNO,"si, porque hay que ser solidario con las personas a pesar de sus errores"
NINGUNO,"no porque el éxito de la vida se consigue con toda nuestra familia que nos rodea, ya que no es fácil conseguir algo sin esfuerzo y apoyo incondicional"
NINGUNO,pregunta dificil. Pues depende de la situacion
NINGUNO,"No, no se llamaría ""éxito"" cuando haces algo negativo a los demás, tenemos valores y principios, que nos hacen diferentes, sabemos que el éxito se trata de dejar huella en cada aspecto de nuestras vidas de manera positiva"
NINGUNO,"No lo he hecho, más bien tomo decisiones que influyan de forma positiva tanto en mi como en los que me rodean, mi familia es mi pilar para poder lograr mis objetivos."
NINGUNO,"No, porque no le haría daño a mi familia ya que ellos siempre están en todo momento "
NINGUNO,"Si no fuese por la familia no se lograría conseguir éxito en la vida. Pues la familia es la que enseña los valores, ellos te enseñan el camino correcto, son parte de tí. Así que, no haría nada que los afecte y peor si es de forma negativa."
NINGUNO,"No, ya que el éxito se logra pensando en el bien común"
NINGUNO,jamás dañaría a nadie para obtener algún beneficio.
NINGUNO,"No tomaría decisiones que lastimaran a mis seres queridos, porque el éxito real sería compartir con ellos cada uno de mis logros no lastimarlos. "
NINGUNO,"Uno siempre buzca el éxito, siempre pensando en el bienestar y el apoyo de la familia."
NINGUNO,No porque mi familia es lo más importante y no tomaría decisiones que los perjudique es por eso que como  hijo quiero siempre que ellos me aconsejen y apoyen mediante una decisión grupal. 
NINGUNO,si fuera mi hijo pues buscaría ayuda profesional especializado en el caso de mi hijo para poder ayudarlo algún tratamiento si es posible
NINGUNO,lo ayudaría en todo lo posible
NINGUNO,Ninguna de las dos opciones
NINGUNO,"Si a mi hijo le detectaran una malformación buscaría ayuda profesional para ayudarlo a salir adelante y estaría con el en todo su proceso ,no dejarlo solo Xk lo k le pase a mi hijo me pasa a mi ...Su felicidad y bienestar es la mía.."
NINGUNO,"Ninguna de las opciones, seria inhumano eso"
NINGUNO,Me haría cargo de mi hijo y buscaría una manera para costear los tratamientos
NINGUNO,No ninguna de las dos opciones siempre hay que quererlo tal como es
NINGUNO,"Ninguna opción escogería, más bien lo tendría conmigo y lo ayudaria en lo largo de su vida"
NINGUNO,Cada persona es perfecto tal y cual llega al mundo y tienen el mismo derecho a recibir el amor de un hogar. Ninguna de las opciones me parece adecuada.
NINGUNO,"Ninguna de las dos opciones , seria algo cruel."
NINGUNO,"Un hijo siempre será una bendición con todo y sus defectos, hay que aceptarlos tal y como son"
NINGUNO,Si lo hacemos de corazon podriamos adoptarlo
NINGUNO,No lo daría en adopción porque es mi sangre 
NINGUNO,un hijo es una bendición
NINGUNO,toda persona deberia dar en adopcion y cuidarlo con amor
NINGUNO,"no lo regalaría, me lo dejaría, y lo cuidaría con todo el amor de una madre"
NINGUNO,"Ni de loco darlo en adopción o dejarlo morir, se le hace un tratamiento médico, sino aceptarlo tal y cómo esté."
NINGUNO,"No , buscaría la manera de tenerlo en muy buen cuidado para que su enfermedad no siga aumentando"
NINGUNO,"No lo daría en adopción ni mucho menos preferiría que muera, lo cuidaría."
NINGUNO,Preferiría ayudarlo y darle mi apoyo incondicional
NINGUNO,Sea cómo sea un hijo es una bendición. Toca cuidarlo y apoyarlo en todo lo que se pueda
NINGUNO,Como padres uno debe amar a sus hijos sea cuál sea el defecto 
NINGUNO,"Es una desicion muy complicada , sin embargo yo me quedaría con el niño"
NINGUNO,"ninguna de las opciones , simplemente criarlo con amor"
NINGUNO,yo lo cuidaría con mucho amor
NINGUNO,yo si m haría cargo de mi hijo
NINGUNO,"Ninguna de las dos opciones, buscaría la forma de criarlo con amor."
NINGUNO,Le brindaría ayuda médica especializada para mejorar su condición y calidad de vida.
NINGUNO,Se le brindaría apoyo en todo lo que se pueda.
NINGUNO,"Ninguna de las opciones, toca ayudarlo solamente a mejorar su estilo y calidad de vida "
NINGUNO,Claro que sí y si a la familia
NINGUNO,"Considero que si, en caso de que el padre este soltero o viudo seria una excelente madrastra <"
NINGUNO,Yo pienso que si pero antes de tomar esa decisión se debe tomar en cuenta que no exista problema con su expareja.
NINGUNO,"Creo que si, no pasa nada si alguien tiene hijos."
NINGUNO,si tendría dicha relación
NINGUNO,"Por supuesto, eso no es una limitante. Siempre se puede empezar de nuevo"
NINGUNO,"Si, creo y pienso que no es impedimento para poder conocer ah alguien que se puede convertir en todo en nuestras vidas. No podemos juzgar o señalar, porque el mundo es rotativo. Hay que amar, disfrutar, vivir la vida lalalala."
NINGUNO,"Talvez si, pero llevaria en mi una responsabilidad muy grande"
NINGUNO,"Si, todos merecemos una segunda oportunidad para compartir y querer a alguien más"
NINGUNO,"Pues si amas a alguien le debes aceptar cómo es, y su estaría con alguien con hijos."
NINGUNO,pero por supuesto
NINGUNO,"no es preciso ser millonario para ser feliz.... De hecho, el dinero y los bienes materiales en sí mismos no son buenos o malos, sino un instrumento para algo superior ..pero él dinero no puede llegar a comprar tu felicidad"
NINGUNO,"El dinero no es felicidad, pero es necesario en la vida."
NINGUNO,"El dinero no lo es todo pero cubre ciertas necesidades, pero lo importante para ser feliz es vivir con las personas que son importantes."
NINGUNO,"desde cierto punto creo conveniente que no todos logramos tener la misma suerte que los demas, por lo tanto no debemos fijarnos en aquellas personas, sino mas bien centrarnos en nosotros mismo"
NINGUNO,"Tratanos de ser felices a costa del dinero, sin darnos cuenta que nuestra felicodad no depende de ello "
NINGUNO,desde mi perspectiva estaría mejor siendo pobre y feliz
NINGUNO,en este caso preferiría ser pobre y feliz
NINGUNO,"Considero que el dinero nunca podrá comprar absolutamente nada, ni tú salud mental, ni tú paz, ni el amor que es lo primordial. Pero también es necesario decir que la mediocridad tampoco es justificativo de esto. "
NINGUNO,Es un criterio que tiene cada persona según sus creencias y pensamientos. 
NINGUNO,"Soy católico, pero no voy a misa"
NINGUNO,Hay diferentes criterios y tenemos que respetarlos
NINGUNO,"La religión es una ideología. Muchas personas se suman a ésta, sea cual sea, por la simple necesidad de creencia, algo que nos ""direccione"". Sin embargo, cada uno es responsable de sus actos. Todos poseemos consciencia."
NINGUNO,"Nadie esta exento de cometer ""pecados"" sin importar la religión que sea"
NINGUNO,las personas son libres de pensar lo que sea y creer en lo que quieran
NINGUNO,"Yo opino que ambos,  ya que son una pareja y conviven juntos "
NINGUNO,"El hombre pero si la mujer decide apoyar, los dos "
NINGUNO,"No hay un lugar especial para las mujeres, cada quien vive su infierno en la vida Real "
NINGUNO,"Si somos razonables, pues no perdonas ya que esa personas te esta fallando a ti como pareja, pero el devolver el cuerno es auto fallarse así mismo y no tiene sentido."
NINGUNO,Simplemente sigues con tu vida. Sales de ahí y avanzas 
NINGUNO,"No, prefiero obtener mis propias riquezas sin depender de patrimonios de terceros."
NINGUNO,El dinero no se puede comparar con el amor que brindan nuestros padres.
NINGUNO,"negativo, cada quien tiene el derecho de culminar el ciclo natural de su vida y si es voluntad de tus padres dejarte algo de herencia bienvenido, sino cada quien tiene que hacer el esfuerzo de labrar su patrimonio "
NINGUNO,En realidad no pues creo que la vida misma es algo invaluable  
NINGUNO,"No podría escoger ninguna de  las opciones porque no ke corresponde hacerlo. En el caso de que quieran la eutanasia, es algo que solo ellos pueden decidir. "
NINGUNO,"no, en primer lugar siempre estara la familia"
NINGUNO,"No elegiría a ninguno de ellos. La vida es esfuerzo y sacrificio, no podemos obtener cosas a costa de otros.   "
NINGUNO,"No, ya sea por la desesperación de cobrar una herencia, prefiero tenerlo a mi lado y disfrutar de cada momento de sus vidas "
NINGUNO,toda persona tiene derecho a la vida. Yo haria todo lo posible para ayudarlo y no tenga problemas
NINGUNO,"Pienso que hay que ayudar en lo que más se pueda y si no, entonces toca aceptar y a amar a un hijo tal y como es"
NINGUNO,claro que no lo dejaría en adopción
NINGUNO,"pues en mi opinion, yo me haria cargo  de  los  gastos necesarios para su cuidado  y nunca dejarlo  solo  ya que el o ella forma parte de mi vida y no  quisiera que le sucediera nada en otro lugar que no  sea de su verdadera familia."
NINGUNO,"A un hijo se le acepta tal y cómo venga, si hay recursos se hará un tratamiento, sino aceptar tal cómo es."
NINGUNO,"Al traer un hijo al mundo implica cuidarlo desde el momento en que vive, prefiero afrontar la situación y darle todo el amor, cariño y respeto que se merece. El camino será algo complicado pero aún así debemos hacer que viva de la mejor manera posible"
NINGUNO,Pues afrontaría la responsabilidad y lo cuidaría como se merece.
NINGUNO,Las desilusiones te hacen abrir los ojos y cerrar el corazón
NINGUNO,"Siempre se debe sentir amor hacia nosotros mismos, es lo primordial en todo lo que hagamos, eso tambien implica llevar una buena imagen, la gente puede hablar, pero mientras estemos seguros de nosotros mismos no hay quien nos detenga."
PRETENSION,"Si me encuentras ofensivo, entonces te sugiero que dejes de encontrarme."
PRETENSION,"Por el estilo, no quiere decir que le esta negando la oportunidad de una familia a un niño. Creo que el concepto de familia que tiene la mayoria de personas es un poco erroneo Pero bueno, quienes somos nosotros para juzgar?"
PRETENSION,"el miedo es estúpido, arrepentirse también"
PRETENSION,"sin vergüenza, que la vida es una sola"
PRETENSION,mi cuerpo no quiere tu opinión!!!
PRETENSION,"mi cuerpo no pide tu opinión, déjame tranquila"
PRETENSION,"yo me visto para mi, porque me encanta mirar cosas hermosas"
PRETENSION,quiero que todos vean como mi cuerpo se estremece por tus caricias
PRETENSION,bésame suavemente y que todos sientan envidia
PRETENSION,te ignoro porque eso me resulta más fácil que apuñalarte y esconder tu cadaver
PRETENSION,"la gente se pone muy sensible, por eso no se puede hablar nada.."
PRETENSION,"Me caes mal, pero que te trate bien no significa que sea hipocrita, simplemente soy educada"
PRETENSION,si todos estamos lindos jajajaja intentaria converla jajajaja
PRETENSION,"depende, si es alguien que por necesidad debo ayudar, ni modo :("
PRETENSION,"yo si soy pecador, pero a mi alrededor no veo ningun santo"
PRETENSION,El amor es fuego. Pero nunca se sabe si calentará tu corazón o quemará tu casa. 
PRETENSION,"La verdad es que no soy una persona rencorosa y aunque ese persona me haya hecho mucho daño de igual forma intentaría ayudarla, claro si es que esta en mi alcance el poder hacerlo."
PRETENSION,No tanto como mío....pero si sentiría un sentimiento de poder ayudar
PRETENSION,Son muchas las emociones que existen dentro de nuestros pensamientos y cuando hay alguien en apuros así sea tu peor enemigo necesitamos sentir empatía ya sea por un corto lapso de tiempo.
PRETENSION,"En los personal no le guardo rencor a nadie, pero dependiendo de la condición en la que se encuentre siempre y cuando no me causen problemas en un futuro, lo tomaría como un sentimiento propio para mi mismo"
PRETENSION,"El sufrimiento  no es algo que se pueda sentir como propio, sin embargo, ser prudente y mostrar sensibilidad es la mejor opción sin importar quien lo pase, es cuestión de empatía y respeto."
PRETENSION,Talvez no sentirlo como mío pero si me cindoleria de su situación  y le ofrecería mi apoyo si lo necesitara
PRETENSION,"Todo dependería de la clase de sufrimiento que estaría pasando, porque si es la pérdida de un ser querido obviamente sentiría su dolor."
PRETENSION,"No tengo enemigo. Pero si lo tuviera  no sentiría el mismo dolor que el siente  pero intentaría ayudarlo en lo que pueda aunque me allá hecho algún  mal todos cometemos errores y tenemos defectos pero lo más importante es saber reconerlos, aprender de ellos y  saber perdonar."
PRETENSION,"Si esa persona permite ignorar por el momento disputas pasadas y el acercamiento es sincero podría sentir su dolor o sufrimiento como si fuese mío, caso contrario me daría lastima su caso o lo comentaría muy por encima y pasar al siguiente tema. "
PRETENSION,"De mi parte no creo tener ningún enemigo , muy aparte de eso tampoco me gustaría ver el sufrimiento de alguien más, si está en mis posibilidades de ayudarle lo haría ."
PRETENSION,"Apoyarlo porque no tengo enemigos, alguien como yo, jamás podría tener enemigos, soy adorable :)"
PRETENSION,"La empatía es clave para tener una mejor sociedad, sea lo que sea tratar de ayudar si está en tus posibilidades."
PRETENSION,"Pobre criatura, quizá pueda sentir su sifrimiento, y si, lo ayudaria hasta donde pueda ayudar"
PRETENSION,"Pues en mi corta vida muchas personas me han lastimado, pero esto no quiere decir que me plazca ver como esas personas estén en una situación grave, al contrario los ayudaría ya que así soy yo, no guardo rencores a pesar de todo el daño. Dejare que la vida se encargue de ellos."
PRETENSION,"El lucir bien es un reflejo del amor propio, no es necesario estar a la moda es suficiente lucir bien físicamente como mentalmente, y con que uno se sienta bien consigo mismo una manera de demostrar el amor propio que nos tenemos."
PRETENSION,"Lucir bien esta bien, pero lucir bien no es equivalente a estar a la moda, y en cuanto al físico, si bien por salud uno debe estar lo más atlético posible, no quiere decir que no estarlo signifique que no hay amor propio."
PRETENSION,"Estar a la moda no debe ser necesariamente nuestra prioridad, sin embargo, vestir bien y cuidar nuestra imagen nos ayudaría a sentirnos agusto con nosotros mismos."
PRETENSION,"Lucir bien, presentable cuando mucho es importante porque es la primera impresión que tienen los demás de nosotros, no quiere decir que la moda sea una prioridad, con que nos sintamos bien y cómodos basta, nuestra educación siempre será más importante."
PRETENSION,Para decir verdad la moda si es importante pero para que una persona la compare con la educación no son cosas muy distintas.
PRETENSION,"La imagen de una persona es importante puesto que, esta demuestra el cuidado y personalidad del mismo. Se puede considerar tan importante como la educación pero no es una prioridad."
PRETENSION,"La imagen es muy importante tanto como la educación, porque de nada sirve tener educación sin una buena imagen, y con respecto al sobrepeso no debe ser impedimento para llevar una buena imagen,porque las personas debemos aceptarnos tal cual somos."
PRETENSION,"Siempre se dice que lo importante es lo que esta adento pero yo pienso que el estar bien en el interior se refleja en el exterior, la gente siempre mira el exteroir de hecho en muxhas empresas piden lucir una imagen entonces la primera impresion si importa."
PRETENSION,"La imagen si es muy importarte al iguale que la educación, y si tenemos sobrepeso el amor propio se trata de que uno mismo se tiene que querer tal y como es sin importar lo que digan los demás"
PRETENSION,"Aunque el dinero no lo es todo Creo que hoy en día es muy necesario e indispensable para cada familia, sin dinero no haces nada"
PRETENSION,"El dinero no es la felicidad pero va de la mano del éxito, la estabilidad, y el bienestar colectivo "
PRETENSION,"El dinero es esencial en todos los ámbitos, pero es cierto que aunque tengas todo el dinero del mundo y aún así te sientes vacío e incompleto nunca serás feliz, en primer lugar como seres humanos debemos enfocarnos en nuestro crecimiento personal "
PRETENSION,"El dinero es un bien necesario, que nos ayuda a llevar una vida digna y tranquila, pero más no podríamos decir que siempre nos brinda felicidad, por que la verdadera felicidad está en nosotros en las cosas que más apreciamos y queremos, un ejemplo de ello es nuestra familia."
PRETENSION,"El dinero es una de las cosas necesarias en este mundo , y aún más si es lo que se necesita para poder comprar un alimento y poder alimentarnos Pero eh visto mucha gente que vive feliz sin mucho ""Demasiadas cosas que cuestan mucho pero no valen nada"""
PRETENSION,"El dinero puede ir de la mano con la felicidad aunque teniendolo no te asegura ser feliz, pues a veces hay factores en como el no saber quien está ahi para ti por el dinero y quien no, pero si es cierto no se puede comprar la felicidad. "
PRETENSION,"A todos nos gusta estar con dinero porque nos hace sentir mejor, pero no lo es todo en la vida. Debemos apreciar las cosas que no son materiales para poder ser felices. Si tenemos dinero no está de más ayudar a quienes más necesitan. "
PRETENSION,puede que el dinero no de la felicidad que uno necesite ya sea emocionalmente o físicamente pero tampoco te mantendrá siendo un pobre infeliz lleno de deudas y problemas.
PRETENSION,el dinero no da la felicidad pero es necesario para tener una vida digna
PRETENSION,el dinero no es la felicidad pero ayudad mucho en tiempos difíciles
PRETENSION,El dinero es esencial para todo pero aunque tengamos todo el dinero que queramos no podemos afirmar que seremos felices 
PRETENSION,A mi criterio el dinero si tiene un valor en la felicidad ya que a veces hay familias que necesitan recursos y para ellos la felicidad es tenerlos entonces para eso necesitarían el dinero. 
PRETENSION,"La felicidad depende de uno mismo, pero el dinero es muy importante para poder vivir bien."
PRETENSION,yo no le tengo rencor a nadie pero de ser el caso trataria de ayudarlo hasta donde pueda tampoco quisiera entrometerme mucho ni exagerar mi ayuda.
PRETENSION,"si acaso tuviera un enemigo no sintiera nada al respecto, quiza lo ayude como a cualquier ser humano.."
PRETENSION,"No lo sentiria como mi sufrimiento, sin embargo tampoco sentiria felicidad por la angustia de otra persona, eso no es ser una persona etica"
PRETENSION,"No Para nada, no tomaría responsabilidad por  algo que hicieron otras personas, lo correcto para mí sería ayudarlo y hasta ahí"
PRETENSION,"Te caigo mal… hay que pena, jijiji"
PRETENSION,que pena que yo provoque tanta envidia a un poco de feas
PRETENSION,"quererme es facil, olvidarme es imposible"
PRETENSION,"no te deseo ningun mal, con perderme ya tienes mucho."
PRETENSION,"no creas todo lo que te dicen de mi, a veces soy peor, no mentira soy un angel… jijiji"
PRETENSION,"Pienso que el amor propio es lo mas importante, y es el reflejo de como es la relacion que tenemos por nosotros mismos, hacia nuestro fisico, personalidad, caracter, actitudes y comportamientos."
PRETENSION,"Considero que, el amarse a uno mismo dependera de la seguridad personal, independientemente de las criticas basadas en los estandares sociales."
PRETENSION,"Sin amor propio no somos nadie, porque el amor propio es quien nos hace unicos, sin ello solo seriamos copias de estereotipos de personas que dicen ser ""lo perfecto"", eso no es vivir, que mejor que ser feliz con tus defectos que te hacen especial."
PRETENSION,Lucir bien es cuidarse y aceptarse mas alla de la moda o del que diran lo importante es tener esa paz de saber que me amo sin importar nada.
PRETENSION,"Hoy en dia la imagen que presentamos es muy importante, pero es mas importante amarse a si mismo y ser consiente que como nos sentimos es mas importantes ir el resto de criticas de la sociedad."
PRETENSION,"La imagen propia representa el amor que nos tenemos, y el cuidado que nos damos y refleja lo que podemos dar a los demas."
PRETENSION,"Amor propio es quererse tal cual somos, la imagen es importante sin importar clase social, fisico, ya que la imagen es tu carta de presentacion ante la sociedad"
PRETENSION,"Tener una buena imagen es importante,pero eso implica aceptarnos y no dejarnos influenciar por ciertos estereotipos de belleza que crea la sociedad, porque tener una buena imagen no es una competencia por ver quien luce mejor, sino ser felices por lo que somos."
PRETENSION,"nuestra imagen de lo que queremos proyectar a los demas debe ser agradable en el ambiente que nos encontremos, sin perder la esencia de uno mismo. "
PRETENSION,El Tener amor propio debe ser una prioridad en nosotros para poder sentirnos a gusto con nuestro fisico y sobre todo  por la maravillosa persona que somos y debemos lucir bien ante las demas personas  y estar a la moda no debe ser una prioridad.
PRETENSION,"Opino que la imagen es tan importante como salud , ""estar bien, es verse bien"".  A demas de estar a la moda, perdemos nuestra propia forma de vestir que identifica  nuestra imagen. El ser originales sin seguir las tendencias."
PRETENSION,"Constantemente es fundamental conservar la esencia de si mismo, empero ademas es bueno tener una buena imagen, ya que ayuda a que la poblacion sienta mas empatia contigo. "
PRETENSION,"La imagen personal es muy importante, es algo que debemos cuidar independientemente de nuestra edad, hablando del amor propio esto se debe basar siempre en lo que nosotros queremos llegar a ser no como los demas quieren que seamos. Hay que ser únicos."
PRETENSION,"El amor propio surge del autoconocimiento, estima, consideracion y cuidado (emocional, fisico y mentalmente) de uno mismo y esto no se refleja en seguir tendencias modistas, pero considero que tener una buena imagen es importante pero no esencial."
PRETENSION,La imagen es importante ya que es nuestra presentacion ante el mundo no obstante si te sientes bien estando gordo o flaco con sobrepeso o con anorexia esta bien por que ya es desicion de cada uno  y de eso se trata el amor propio aceptarse como uno es
PRETENSION,"La imagen personal es muy importante, es algo que debemos cuidar siempre y no necesariamente estando a la moda. Bendiciones"
PRETENSION,"Como te veas es muy importante hasta cierto punto, nuestra imagen es algo que debemos cuidar, sin embargo el amor propio se basa en quien queremos llegar a ser y la forma en la que nos sentimos bien, no como los demas quieren que seamos o como nos vean."
PRETENSION,"El amor propio no solo se refleja en como nos vemos, se refleja en nuestros actos hacia nuestro propio bienestar, ya sea comer o dormir bien, disfrutar nuestro postre favorito, etc. Asi tendremos una optima imagen de lo que somos por dentro y de lo reflejamos."
PRETENSION,"Una de las maneras de empezar a quererse con sus virtudes y defectos es teniendo amor propio, claro que es importante la imagen que damos a mostrar en nuestro circulo social, pero lo indispensable aqui es la esencia que es lo que a una persona atrae."
PRETENSION,Mi opinion sobre la pregunta es que a pesar de como  podemos estar lo importante es amarse tal como somos 
