v1,v2
NARCISISMO," May we suggest giving away what you don t use or need to someone who will worship it by utilizing its potential? If there are things you need, ask your friends first before you add your dollars to the bonfire of consumerism.     Best.Cookbook.Ever."
NARCISISMO,Thinking about digging out the firepit for a post New Year s bonfire. Will folks be around  interested in putting together some sort of shindig?
NARCISISMO,+4 modifier to cuddle puddle optimization. Yay 
NARCISISMO,is having trouble making sense of her coursework   Three feet of new powder on a stable base has made the tree skiing orgasmic.  Er....
NARCISISMO, Soy Nog.  Lolwut.
NARCISISMO,"40° weather the day I leave for Oregon? Maine, you are a fickle mistress."
NARCISISMO,got lost and bought a plant 
NARCISISMO,"dear gods, respiratory arrest."
NARCISISMO,learning all about self liberation. Hooray 
NARCISISMO,Best. Wedding. Ever. I LOVE YOU TO DEATH EM AND COL 
NARCISISMO,Who s gonna see the Harry Potter movie with me? The person who comes is still allowed to judge me.
NARCISISMO,is sick   
NARCISISMO,"34,865 Kleenex and some codeine later, Kea rejoins the world of the living..."
NARCISISMO,"took the first step toward developing a green thumb today. Windowbox basil, anyone?"
NARCISISMO,"Good god, vacation can t get here soon enough. Here I come sun, sand, fresh seafood, and pleasure reading "
NARCISISMO,"Well, it finally happened  I bought a coffee so big it didn t fit in my microwave for re heating.  Sub status update  Go to bing.com for some major Boston pride    "
NARCISISMO,Enjoying the lovely golden weekend 
NARCISISMO,couldn t hate these new Gap commercials more. They are seriously the devil s handiwork.
NARCISISMO,"s dream of a roof garden will not be dashed, gosh darn it "
NARCISISMO,is pretty inspired by how active  and cool  some of her geriatrics patients are...
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"Life is so good  Medicine rocks and I am so proud of my man for his stellar performance review today. Here comes the first Latino Microsoft CEO, watch and wait."
NARCISISMO,The roof garden is born  Will post pics after a dinner made with our very own herbs   
NARCISISMO,PROPNAME
NARCISISMO,"Apparently, all it takes for me to go on a semi psychotic, cockroach killing rampage is two glasses of wine and a strategically placed Dansko."
NARCISISMO,PROPNAME
NARCISISMO,"Very slowly meandering my way toward garden bliss. Does anyone in Philly have a patio umbrella they re trying to rid themselves of, by chance?"
NARCISISMO,Days becoming so much shorter...
NARCISISMO,"Hooked on Weeds without any way of getting my next dose soon. Damn you, Netflix instant queue and your empty promises."
NARCISISMO,"If this societal obsession with vampires had happened while I was going through my  phase  in middle school, it really could have changed my life."
NARCISISMO,"Good luck on shelves tomorrow, friends "
NARCISISMO,Out into the cool fall air for lots of mocha and a little studying.
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,"s mind was just completely blown by the awesomeness of Zahav  Israeli restaurant here . Easily in the top three restaurants I ve eaten at, worldwide. Go there. Now."
NARCISISMO,Enjoying the nostalgia of fall...
NARCISISMO,"Hi, fall."
NARCISISMO,How about getting to bed early? Anyone want to jump on the bandwagon?
NARCISISMO,"Forty five minutes on a Rittenhouse bench, with a bag full of veggies and La Colombe mocha, really turns the day around   "
NARCISISMO,just had chicken McNuggets for dinner. This is a new low. And it s called  short call at CHOP. 
NARCISISMO,Just burned out.
NARCISISMO,Q3 overnight call at CHOP tomorrow. Poopie.
NARCISISMO,forgot how much she missed House until she saw the premiere. Love it.
NARCISISMO,"thinks it feels pretty fly to see her tiny shoots of arugula  and spinach, kale, and two types of lettuces  battling the odds "
NARCISISMO,Hm. Apparently running for the first time in months makes me simultaneously feel like horse  #   and want to devour a steak. Wasn t prepared for that.
NARCISISMO,How did fall completely slip through the crack between summer and winter?
NARCISISMO,Maybe I should have Bing d whether staph aureus toxin is inactivated via boiling BEFORE boiling and eating the soup I left out for 24 hours.
NARCISISMO,PROPNAME
NARCISISMO,"Just scared myself senseless by watching most of Dracula. I am such a bigger pansy than I used to be, back in my vampire obsessed, middle school days..."
NARCISISMO,Sick day today   
NARCISISMO,Weekends go by so quickly...   
NARCISISMO,PROPNAME
NARCISISMO,had about 7L of insensible losses via mouth breathing last night and woke up with a tongue the consistency of beef jerky. This viral URI can stick it up its tiny viral you know whoosy.
NARCISISMO,PROPNAME
NARCISISMO,"Turned the heat on, finally."
NARCISISMO,can t taste her food and is officially pissed at her URI.
NARCISISMO,Somtimes you just gotta laugh.
NARCISISMO,finally drove out the dust ponies. They were becoming too domesticated and needed to be set free in their natural habitat.
NARCISISMO,needs free and lazy costume ideas. The polls are open 
NARCISISMO,PROPNAME
NARCISISMO,"watched in shock today as a nurse on the bus poked and yelled at an old, disabled man for sitting too close to her in the section designated for old and disabled people. Wishing I d said something."
NARCISISMO,Buy a Christmas Hannukah Kwanzaa Solstice tree? Check. Get Step 1 books? Check. Start dinner before 10pm? Check. It s really amazing what we can accomplish when we re let out of surgery early 
NARCISISMO,Sunday blues.
NARCISISMO,I recounted my nap dream to Raf just now. He recounted that he wanted to shoot himself in the face. Apparently the narrative was much more exciting and dramatic in my head...
NARCISISMO,"Note to self  Trying to rekindle an old flame for string cheese is not well accomplished using low salt, skim mozarella sticks."
NARCISISMO,"Not only is Dracula good, but Batman Forever is still amazing. I had SUCH good taste in movies as a high schooler, holy crap  And now I like The Holiday? "
NARCISISMO,PROPNAME
NARCISISMO,"Is anyone else kinda suffering through this elective ranking process? I spent months obsessing over the exciting possibilities, and now all I want to do is avoid it..."
NARCISISMO,"Halfway done with med school and off to the Outer Banks for two weeks. Limited access to phone and e mail, but will check when I can  CONGRATS classmates "
NARCISISMO,PROPNAME
NARCISISMO,Brokeback is officially the most depressing movie of all time.
NARCISISMO,"Thank you, Case Files. If it weren t for you, I wouldn t know what to expect when undergoing  The Menopause. "
NARCISISMO,Home sweet turkey 
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,PROPNAME
NARCISISMO,Mmm. Nothing like tea and Galetti to transport me back to early morning breakfasts in Florence.
NARCISISMO," Cuz when the roof caved in and the truth came out I just didn t know what to doooo, But when I become a star we ll be living so large I ll do anything for youuuu... . On repeat. I don t care if this makes me a loser."
NARCISISMO,"got a white Christmas of her own  hilltop house engulfed in a cloud all day  Thx for pulling through, St. John    "
NARCISISMO,Santa must LOVE me  St. John bound in T 11 days 
NARCISISMO,"If there had been a real fire tonight, everyone in my building  including me  would be burned to a crisp right now because apparently a fire alarm isn t enough to lure us from our dens."
NARCISISMO,wishes the weekend would never end   
NARCISISMO,"Waiting for a batch of homemade peppermint bark to set in the fridge to help ring in the New Year  Suck it, Williams Sonoma, with your exorbitant prices "
NARCISISMO,"wouldn t mind if a Philly, NYC, or Boston friend posted pics of the snowy city to FB  C mon, give a girl a white Christmas   "
NARCISISMO,PROPNAME
NARCISISMO,"Finally caved and saw Avatar. As I suspected, real life now looks bland and 2 D.   "
NARCISISMO,PROPNAME
NARCISISMO,Here s hoping the House and Senate can reach some sort of agreement...
NARCISISMO,"Almost just passed out in the library trying to test my Valsalva baroreceptor HR reflex. And no, my reflex is NOT intact, thankyouforasking. Frick "
NARCISISMO,is officially more than halfway done studying for Step 1. Yikos.
NARCISISMO,just completed her night cheese    
NARCISISMO,would rather be potting. Even after 10 hours in the studio this weekend...
NARCISISMO,"s library nemesis has answered her pine nut brittle with chips, a paper lunch bag, and a thinly veiled apology for his  snack attack.  Touché, library nemesis, touché."
NARCISISMO,just found a blue rubber band in her pork wonton.
NARCISISMO,"Really, USMLE World? You really want me to know which growth factor receptors have intrinsic tyrosine kinase activity, and which ones need JAK STAT for signal transduction? I poop on you."
NARCISISMO,"I hate to disappoint you, but my rubber lips are immune to your charms."
NARCISISMO,1. Kea  a  one who has an excessive amount of cool b  a verb showing that someone is doing something sick c  a person filled with self loathing for actually following this FB fad
NARCISISMO,Meh.
NARCISISMO,PROPNAME
NARCISISMO,can t decide if it s good or bad that med students score worse than a monkey randomly choosing an answer for some of these USMLE questions...
NARCISISMO,just typed  loves 30 Rock so much it hurts sometimes  into the FB search box. I think I m hemorrhaging brain cells at this point.
NARCISISMO,Had a dream last night that I defied the laws of the space time continuum. Isn t that like the holy grail of dreams?
NARCISISMO,Who dat? 
NARCISISMO,Seriously going insane. Actually wishing I could move up my date to spare myself the psychological nightmare of last minute USMLE studying.
NARCISISMO,"thinks one of her library nemeses is trying her own emergency tactic on her, namely, faking a horrendous cough to drive others away. Oh, it s ON, bitch "
NARCISISMO,caved.
NARCISISMO,has finished cleaning the kitchen  That s the second one this week 
NARCISISMO,FINISHED    D
NARCISISMO,has 1 essay left to write  and one to read through and amend where necessary  Then it is all gedonen 
NARCISISMO,really can t be bothered with his last essay...
NARCISISMO,thinks the Indians might be taking the humble food fight a little too seriously…
NARCISISMO,"is excited about going to Sark  as, whilst he hasn t worked out exactly how long he has to wait, he knows he will be going soon "
NARCISISMO,has just been stung by a bee and is in great discomfort
NARCISISMO," twist it, shake it, shake it, shake it, shake it, baby.. "
NARCISISMO,IS WORKING AWAY LIKE A WORKER ANT  PROVERBS 30 24 25  AND HAS THE CAPS LOCK ON 
NARCISISMO,is regretting eating so much chocolate as he is feeling a tad ill...
NARCISISMO,PROPNAME
NARCISISMO,used every piece of loo roll from one roll  obviously not in one sitting  for the first time ever 
NARCISISMO,has finished
NARCISISMO,just went on a 4 mile run and even though he walked a very little bit of it he is very pleased with himself 
NARCISISMO,Whoops... bought myself everything I needed for a cooked breakfast tomorrow morning but accidently ate it for lunch...  s
NARCISISMO,had a cooked breakfast this morning  mmm 
NARCISISMO,is making soup 
NARCISISMO,is alive 
NARCISISMO,knows that a burning smell isn t the best sign of good cooking and is thus going to turn the heat down
NARCISISMO,is happy because he saw a lot of friends from Stafford on Saturday night and made a big bonfire 
NARCISISMO,thinks it is very cold to go out in shorts and t shirt but is going running anyway 
NARCISISMO,"The Soup  The Verdict Type  Vegetable Appearance  Fantastic Texture  Good Taste  Poor Overall  Edible but not pleasant Summary  This is a great soup for looking at, it is full of colour, healthy vegetables and creaminess  If you are not hungry make this soup and you will feel good  However, if eating is your thing, this soup should be avoided. I have soup left for 3 meals   any takers? Only p&p to pay  Enjoy "
NARCISISMO,found that you can tell roughly where you are on the canal by the accents of the people who say hello 
NARCISISMO,has just attended his first parish council meeting 
NARCISISMO,PROPNAME
NARCISISMO,is now a graduate
NARCISISMO,has a huge pile of washing 
NARCISISMO,Why doesn t social interview ask me any questions... I feel very left out.   
NARCISISMO,hasn t been outside yet today but is now going to post a letter to one lucky recipient 
NARCISISMO,Is it just me or does anyone else feel in the mood for an ABBA sing along session?
NARCISISMO,is missing Katie
NARCISISMO,realised at around 5 last night that he had nothing to offer to trick or treaters so he made toffee... but then nobody came.
NARCISISMO,is soon to become a member of the con club   Whoop 
NARCISISMO,no longer has a huge pile of washing
NARCISISMO,doesn t know where anyone is 
NARCISISMO,"What a busy morning  We had a plumber, the cleaner a dog walker and the gardener all around all at same time "
NARCISISMO,is wondering how much tiffin cake he needs to eat to get one of his five a day fruit portions
NARCISISMO,thinks 3D glasses make the world a little bit more fun 
NARCISISMO,Last night I went to a conference where the police were asking us to pray for them. Lets pray for the police and our communities. God moves when his people pray.
NARCISISMO,apologises if he appears to be shouting or talking very loudly to people at the moment. He s getting used to talking to someone who is hard of hearing but keeps forgetting to talk normally to other people.
NARCISISMO,wants to know if anyone has borrowed an elf costume off him
NARCISISMO,PROPNAME
NARCISISMO,is off to practice being a shepherd
NARCISISMO,has been put on hold but is enjoying  dancing to  the music   D
NARCISISMO,is moving yet more wood 
NARCISISMO,is currently being a disgruntled employee...brandishes fist ineffectually
NARCISISMO,may have just slipped over on the ice but thinks he got away with it by making it look like he was break dancing...
NARCISISMO,is heading home for Christmas 
NARCISISMO,may have eaten a few too many sweets today...
NARCISISMO,is fighting to make it to the table football semis
NARCISISMO,finds it highly amusing that we are currently bringing the milk inside to warm it up in the fridge 
NARCISISMO,is about to start wrapping Christmas presents 
NARCISISMO,PROPNAME
NARCISISMO,will be in SJ as of tonight  He ll be in town till Saturday morning so call him and rescue him from the boredom that is his house.
NARCISISMO,is unexplainably down
NARCISISMO,has one more day in San Jose before he disappears back to the otherness of Sacramento.
NARCISISMO,has been waking up obscenely early the last couple of days  is anyone up for breakfast now that I ve been awake and hour and a half?
NARCISISMO,is finally home   
NARCISISMO,is further failing at life. Why do they give me extra bureaucratic hoops when I keep proving that I fail at jumping through them
NARCISISMO,would like the world to know that this next week he intends to BE awesome and fix all of his problems.
NARCISISMO,loves beautiful music of every shape and size
NARCISISMO,is home and catching up on facebook   
NARCISISMO,is leaving for Anaheim super soon 
NARCISISMO,had a fantabulous week and would like thank all his SJ friends for making that happen. It was great to see all of you.  D
NARCISISMO,Is hoping his Sunday will turn out as well as his Saturday did.
NARCISISMO,Is off to run some errands
NARCISISMO,cannot fall asleep
NARCISISMO,likes that it really rained last night   
NARCISISMO,"is tired, and off to bed"
NARCISISMO,Classety Class class class…
NARCISISMO,PROPNAME
NARCISISMO,a bit of relaxation and then an hour of Beethoven.
NARCISISMO,"Congratulations All hallowians, I enjoyed a wonderful concert "
NARCISISMO,needs internal motivation.
NARCISISMO,has HW for tomorrow and Wednesday that doesn t want to be done
NARCISISMO,"Walk, then HW"
NARCISISMO,Last day of adding... fingers are crossed
NARCISISMO,Home after two rehearsals back to back... whew time for some relaxation then a nice long sleep   
NARCISISMO,English English English
NARCISISMO,another week of school    yay.......
NARCISISMO,Autumn Cleaning Day
NARCISISMO,thinks it s awesome that he s sitting in his room in a sweater because he left the window open during the day.
NARCISISMO,PROPNAME
NARCISISMO,Laundry almost done... it was a lovely day for a walk
NARCISISMO,Yay... beethoven is over 
NARCISISMO,hates it when people are dishonest.  
NARCISISMO,Sleep.
NARCISISMO,"Sunday wasn t quite as awesome, but it was still a good day  P"
NARCISISMO,Hates that he gets home from choir at 9 30 or 10 00 and glee doesn t go up online till about 1 am  
NARCISISMO,need some time with my brain... time for a walk
NARCISISMO,Question... does anyone actually use the poke feature on facebook anymore?
NARCISISMO,"Thinks that chrome has come a long way since the first time he tried it, and has gotten fed up enough with Firefox that he s willing to give it another shot."
NARCISISMO,Has 8 invites to google wave... I d love to try it out with anyone that has a shared class with me. Let me know if you want in 
NARCISISMO,Would like to thank everyone for the wonderful birthday wishes... It s quite pleasant to be harrassed by facebook 1 day a year   
NARCISISMO,Is disappointed that his new watch did not come in a Heart-Shaped Box.  Cringe I know but I'm bored :(
NARCISISMO,will engage his brain before asking anyone if they are free on the 14th of February in future 
NARCISISMO,Is officially a bit of a stupid head... had this crazy notion that my idiocy might not screw me over for certain but oh well.
NARCISISMO,"And every time I ve held a rose, it seems I only felt the thorns"
NARCISISMO,Wowza running tomorrow morning supa early
NARCISISMO,"MUST WORK, but the facebook demands my time "
NARCISISMO,Transparent
NARCISISMO,Im so happy for the Saints!!! Now time to sober up and look forward to the Olympics
NARCISISMO,"is playing the main event today, day 1B"
NARCISISMO,drew a bluebird and is now drawing a seagull.
NARCISISMO,is going to the HOPE game night.
NARCISISMO,"has left the country.  Enough poker at the WSOP, time to travel around a bit "
NARCISISMO,"is back in vegas, ready to win the main event  ... not really b c i m never going to win a tournament.  hopefully I can take down a few     anyways   "
NARCISISMO,"has started doing Hot Yoga, and really enjoys it.  I think I ll make it a habit "
NARCISISMO,back from vid s wedding.. it was a blast   Congratulations to them both.  I am ready for some more high stakes gambling in Las Vegas.  One time 
NARCISISMO,"is leaving Manila in a few hours for Nice, France..."
NARCISISMO,is a little sick of poker... been playing Fallout 3 a lot last few days instead of poker all day...   
NARCISISMO,"is chillin in Boracay at the Shangri La.  This place is beautiful   I just got out of farm country in the Philippines, and got massacred by mosquitoes.  Need a few days of sun and relaxation to recover.    "
NARCISISMO,is playing the FTOPS main event in his hotel in Nice... trying to stay patient tho i m tired from a day of travelling and just want to sleep.  Tomorrow I go for a week on a yacht... more R&R + fun people + a whole lotta gambling... sounds like a slice of heaven.
NARCISISMO,"is posting this from 30,000 feet above the surface of the earth, somewhere over nebraska in an airplane.  Wow, what an amazing world we live in "
NARCISISMO,"wow... so many cool stories... boats r fun I m now in Cannes for the tournament coming up in a couple days.  ... getting a little homesick, been gone almost 2 months"
NARCISISMO,"did full fledged bikram for the first time  a 90 minute class as opposed to the 60 minute classes i had already done ... and it was hard   Damn, I feel great now though   "
NARCISISMO,is thinking maybe he needs to go visit peeps at some point in Cali now that he s single and has no excuse not to.  Holla San Francisco & San Diego      ... Just gonna add that to my ToDo List here... get around to that at some point...  wow im hopeless 
NARCISISMO,PROPNAME
NARCISISMO,feels like doing things is hard.
NARCISISMO,wow   i just played COD4MW2 all night with 3 buddies... I felt like I was back in college
NARCISISMO,thanks to my mom for an amazing feast... I just crashed out afterwards and caught up on 15 hours of sleep.  Now I m up early in Poway and ready to go   Who s out there???
NARCISISMO,15k at bellagio today... off to the races
NARCISISMO,"just went paintballing in SD... always a great time   The bruises go away after a few days, but the memories of capping your friends last a lifetime."
NARCISISMO,"Thanks to the beauty of anythingyouwantdelivery.com ... I have CallOfDuty4MW2 on the way right to my place right now, for just a small delivery charge  along with some Chipotle ... I ve been hearing amazing things about it  best fps since Counterstrike ... and I might have to do a little gaming"
NARCISISMO,what a night last night... my liver took one for the team
NARCISISMO,"is on a mission in the gym.  My body is changing daily, and I feel and think better then I have in a while.  Exercise  the only healthy drug "
NARCISISMO,"is currently reading Fooled by Randomness... Today I put my book down in the midst of a reverie at my airplane window and felt as if my brain were a  bad sieve, realizing that I was bound to forget most of the wonderful things I was reading... If only I could remember everything useful that I ve learned and forgotten."
NARCISISMO,does not know anything about the destruction of any RVs outside of Las Vegas in the desert.
NARCISISMO,current favorite song  Chainside   I Would Die For You  Club Mix 
NARCISISMO,back in San Diego for xmas
NARCISISMO,is a relatively short stack going in to day 3 of the Bellagio 15k tourney... about to leave to go play now.
NARCISISMO,PROPNAME
NARCISISMO,thinks Backgammon is fun  
NARCISISMO,PROPNAME
NARCISISMO,"is stoked bc a big grocery store, a nice gym, and a pinkberry  best after workout carbs ever..  are all within 1 block of my penthouse in Ipanema.  Not to mention the beach is a few blocks away.  I am about to go to all those places and then the beach... I m in heaven"
NARCISISMO,"What a beautiful life... my family, my friends... amazing. If I could have one  genie in the bottle  wish, not including any kind of life extension, I think I would take perfect knowledge.  i.e., complete knowledge of everything already known and possibly knowable to the human mind  excluding future events "
NARCISISMO,taking care of last minute business... because tomorrow I m going to Brazil   
NARCISISMO,"missed my connecting flight from atlanta to rio last night, i now have to spend 24 hours in atlanta to catch the same flight later today.  it s under freezing here, and i have no long sleeve tops and a single pair of jeans.  Hello hotel room   Time for movies   I think I might be coming down with a cold too... wow, I hope it s a quick one that just goes away."
NARCISISMO,is finally in Brazil after 2 whole days of travelling
NARCISISMO,"just rolled out of bed, not sure what the plan for the day is yet.  but who really cares?  i m just happy to be going along for the ride"
NARCISISMO,"wow I enjoy watching good movies... just watched  House of Sand & Fog , an older movie... excellent.  Emotionally very powerful. And Avatar in 3d on IMAX like a week ago, also excellent but for many different reasons. It is fine with me for a movie to excite your imagination instead of your emotions."
NARCISISMO,back in Vegas... time to make Victory Poker a reality
NARCISISMO,"I think I just spent about 45 hours in the last week playing a video game.  Mass Effect 2 was awesome, but I am glad to have my life back.  Still hitting the gym hard."
NARCISISMO,"wow, I got d r u n k last night... hangover in full effect.  mike gets in today, and I think we are all going to the lake.  I might actually get a little sun... don t worry I ll have sunscreen   "
NARCISISMO,wow... mass effect 2 just arrived.   life
NARCISISMO,is writing essays.
NARCISISMO,I  walked around whole Sundsvall today and half the way it started to rain.....
NARCISISMO,I m off to work   have the evening shift....
NARCISISMO,Have a new IPOD   
NARCISISMO,Welcome Dinner tonight and I m the toastmaster   
NARCISISMO,Have done Zumba for the past 1 hour... a really greate form of workout.. Love it     
NARCISISMO,Have fixed my music library on my laptop... so now everything is in order   
NARCISISMO,A whole day of shoping and I didn t find a single thing...... hmmmmm
NARCISISMO,My troath hurts   
NARCISISMO,First day of school wasn t so bad.... Just abit scary   
NARCISISMO,Soon on my way to the Bad Taste party....   
NARCISISMO,relaxing after yesterdays party   
NARCISISMO,is going to art class.
NARCISISMO,I m down.... In bed with a nasty cold....just want to sleep... I really hate being sick....   
NARCISISMO,Got a new mobilephone.....   
NARCISISMO,It s Snowing
NARCISISMO,"Had a home spa day today, the best thing to do if you want to kill some time when it s raining outside..."
NARCISISMO,I just fell in love with jazz improvisation.. it s so much fun   
NARCISISMO,Had my first statistics class today and it was so..... hmmm... how should I say it.... messy maybe...  this really gonna be a strange class.....
NARCISISMO,Back home again from the Tallinn Party Cruise.... Tierd but Happy   
NARCISISMO,Trying to find schools for my C level paper....
NARCISISMO,From All of Us to All of You a Very Merry Christmas        
NARCISISMO,Only 1.5 weeks left of my summer work then its back to Karlstad again... Looking forward to it.... It starting to get abot boring up here in the north....   
NARCISISMO,"I m Happy, Happy, Happy, Happy.... Thanks everyone for the nice Birthday wishes I love you all      D"
NARCISISMO,Motivation   Zero
NARCISISMO,Conflictmanagement are really interesting... I just find out that i m more like my mother then I thought   
NARCISISMO,Was on my first voice lesson today... feels good to start singing again... It was a long time ago... but now I m back on track again   
NARCISISMO,I like my life right now...   
NARCISISMO,"This week, Kelsey gets a LITA STAR for her authorship of  core char,  short for core characters of a show, movie, novel, etc., etc.  Thank you Kelsey for your contribution to   Great Phrases of our Time. "
NARCISISMO,is drowning in a sea of irrelevance.
NARCISISMO,PROPNAME
NARCISISMO,September is the January in fashion...
NARCISISMO,Lindsay is back all you freshman bitches 
NARCISISMO,Carlos had a Lita rrific night at Moustrap last night
NARCISISMO,s love for Lindsay Lohan is just like an investor s commitment to a high performing mutual fund...he s in it for the long term.
NARCISISMO,Getting ready for ma belle PROPNAME birthday whatnottery...may I not fall asleep face-down in cake this evening crosses fingers
NARCISISMO,I want someone to take me on a giddy stratosphere...
NARCISISMO,love is like cherry pie
NARCISISMO,is a new man
NARCISISMO,is so excited   His sister is engaged and is getting married in July  
NARCISISMO,starts Psychology tomorrow.
NARCISISMO,"Feeling DAMN GOOD headwise lately forceful selfchange of outlook, meds seem to be finally working I'm startin to get shit done! 'Course, meds need tweaking--one of em (dunno which) is also tryin to make me a zombie not the fun movie kind, either: I get sleepy around 4 or 5 PM now; too damn early even if I werent a night owl! PSYCHED bout the forward progress, but this zombie thing's crampin' my nightlife, oy"
NARCISISMO,is determined to find the right tattoo and its placement
NARCISISMO,saw the magnetic fields last night...the show was like  icecream and orgasms .
NARCISISMO,has found another reason not to adopt a child at this time in his life...it s called the movie  Orphan .  Check in if you haven t.
NARCISISMO,"Momentarily considered waxing poetic about the new year one holiday that is actually somewhat important to me, but it's all been said before, I'm sure.  Instead, I'm just gonna go get loads of sleep so I can enjoy tomorrow night's festivities wholeheartedly!"
NARCISISMO,Second half of last week quite sucked and was uneventful to boot...may this week be an improvement  kicks suckiness repeatedly with pointy pointy shoes
NARCISISMO,Im sorry Jay I should have included you in that pranck as well.  I miss you man.  I was looking at old pics of  Raised .  I couldn t have done it without you.  You will always have a special place in my heart
NARCISISMO,Your grace is more than enough. Re prioritization in progress.
NARCISISMO,PROPNAME
NARCISISMO,free style
NARCISISMO,loves his Ginosko ppl.
NARCISISMO,Losing trust on all those facebook quizzes. Just look on my wall. LOL
NARCISISMO,where r u God?
NARCISISMO,is planning on trying ???? starting this week
NARCISISMO,once was lost but now am found. Repenting my absurd arrogance.
NARCISISMO,Merry CHRISTmas  Much blessings and love~~~
NARCISISMO,is having a busy day at work on the day he shouldn t even be working 
NARCISISMO,"Walking away, with blessings behind."
NARCISISMO,The best day is ALWAYS today 
NARCISISMO,just finished drill...8 people fell out
NARCISISMO,need to do calc
NARCISISMO,grilling with the battalion
NARCISISMO,working on calculus
NARCISISMO,military science III
NARCISISMO,had to move to delta
NARCISISMO,There is no squabbling so violent as that between people who accepted an idea yesterday and those who will accept the same idea tomorrow.
NARCISISMO,back to class
NARCISISMO,battalion level smoke session at 2130
NARCISISMO,"Calc, History, comp, then chem"
NARCISISMO,height and weight test under bravo
NARCISISMO,chem and then im done with classes for the day
NARCISISMO,i hate wednesdays
NARCISISMO,"Adversity causes some men to break, others to break records............ ..back from the gym"
NARCISISMO,ms III class
NARCISISMO,phone sucks
NARCISISMO,i apologize for my last status no real smoke session took place...im not sure what it was
NARCISISMO,no
NARCISISMO,Dream as if you have forever. Live as if you only have today
NARCISISMO,going to the gym
NARCISISMO,"Think what a better world it would be if we all, the whole world, had cookies and milk about three o clock every afternoon and then lay down on our blankets for a nap..."
NARCISISMO,"Do not go where the path may lead, go instead where there is no path and leave a trail"
NARCISISMO,parade practice...worst time of the day
NARCISISMO,"He who strikes first, strikes twice."
NARCISISMO,It s amazing that the amount of news that happens in the world every day always just exactly fits the newspaper
NARCISISMO,"anybody who wants to do stx lanes tonight report to delta barracks by 745...full battle rattle..this includes rucksack,lbv with compass and water, dummy rifle, and redlines flashlight..have assault pack in rucksack bring kevlar and pc"
NARCISISMO,going to the gym...hit me up later
NARCISISMO,"Some people walk in the rain, others just get wet"
NARCISISMO,Anyone who can be replaced by a machine deserves to be
NARCISISMO,may have overworked my abs today...feel torn
NARCISISMO,The undertaking of a new action brings new strength
NARCISISMO,going for a long run hit me up later
NARCISISMO,Most people never run far enough on their first wind to find out they ve got a second
NARCISISMO,"I like running because it s a challenge.  If you run hard, there s the pain   and you ve got to work your way through the pain.  You know, lately it seems all you hear is? Don t overdo it  and? Don t push yourself.  Well, I think that s a lot of bull shit.  If you push the human body, it will respond"
NARCISISMO,The person who says it cannot be done should not interrupt the person doing it.
NARCISISMO,The trouble with being punctual is that nobody s there to appreciate it
NARCISISMO,if you want to be a leader try and act like one
NARCISISMO,"There is genius in persistence. It conquers all opposers. It gives confidence. It annihilates obstacles. Everybody believes in a determined man. People know that when he undertakes a thing, the battle is half won, for his rule is to accomplish whatever he sets out to do."
NARCISISMO,"If I am not for myself, who will be for me? If I am not for others, what am I?And if not now, when?"
NARCISISMO,lunch then going to work out....Any workout which does not involve a certain amount of danger or responsibility does not improve the body   it just wears it out
NARCISISMO,The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are
NARCISISMO,You don t drown by falling in water. You drown by staying there.
NARCISISMO,"If I had to select one quality, one personal characteristic that I regard as being most highly correlated with success, whatever the field, I would pick the trait of persistence. Determination. The will to endure to the end, to get knocked down seventy times and get up off the floor saying,   Here comes number seventy one "
NARCISISMO,".if we wait for the moment when everything,  absolutely everything is ready, we shall never begin"
NARCISISMO,getting smoked tonight
NARCISISMO,"I m a great believer in luck, and I find the harder I work, the more I have of it."
NARCISISMO,"Your toughness is made up of equal parts persistence and experience. You don t so much outrun your opponents as outlast and outsmart them, and the toughest opponent of all is the one inside your head"
NARCISISMO,going on a run
NARCISISMO,monday..enough said
NARCISISMO,Jealousy is the tribute mediocrity pays to genius.
NARCISISMO,"I long to accomplish a great and noble task, but it is my chief duty to accomplish humble tasks as though they were great and noble"
NARCISISMO,"The average estimate themselves by what they do, the above average by what they are"
NARCISISMO,phones dead
NARCISISMO,"running the course, then to the weight room"
NARCISISMO,"Personally, I don t think there s intelligent life on other planets. Why should other planets be any different from this one?"
NARCISISMO,Since the house is on fire let us warm ourselves
NARCISISMO,going to the qm
NARCISISMO,msc III class..
NARCISISMO,good day...goodnight
NARCISISMO,got my battle rattle ready
NARCISISMO,Education is a progressive discovery of our own ignorance
NARCISISMO,Common sense in an uncommon degree is what the world calls wisdom
NARCISISMO,Executive ability is deciding quickly and getting somebody else to do the work.
NARCISISMO,Those who live by the sword get shot by those who don t.
NARCISISMO,Why did I want to win? because I didn t want to lose 
NARCISISMO,despise the fact i have already been up for almost 3 hours
NARCISISMO,Nothing in the world can take the place of persistence. Talent will not  nothing is more common than unsuccessful men with talent. Genius will not  unrewarded genius is almost proverb. Education will not  the world is full of educated derelicts. Persistence and determination alone are omnipotent
NARCISISMO,The will to win means nothing without the will to prepare
