RASGO_1,COMENTARIOS
PRETENSION,No estoy a favor ni en contra de la frase pero de cierta manera tiene razón. ..
PRETENSION,"A lo largo de los años hemos entendido que el dinero no lo es todo en este mundo material, pero es mejor ser un triste millonario ya que el dinero no compra la felicidad pero si es necesario para los gastos diarios del hogar mejor dicho todas las necesidades que tengamos."
PRETENSION,"A mi parecer, el problema no es el dinero, es qué haces con ella y la forma de pensar que adoptarías; porque bien te compras un ferrari o bien podrías donarlo a personas necesitadas!"
PRETENSION,"El dinero siempre, va estar presente y aunque no sea la felicidad en su esencia más pura.El dinero te hará feliz dependiendo de cómo lo usés, puedes sumergirte en un mar de egoísmo y centrarte solo en cosas materiales , o por el contrario puedes compartirlo con los que amas."
PRETENSION,el dinero no te compra la felicidad pero de cierta forma es el primer sustento para llevar una vida estable así que hay que trabajar para poder sobrevivir en esta sociedad
PRETENSION,De volver a intentar algo con aquella no mas aún sabiendo que todo lo destruyó por una infidelidad pero si optaría por brindarle un ayuda como conocido después de todo en una situación de fallecimiento no está de más brindar un granito de arena por la criatura
PRETENSION,"No, lo máximo que haría sería ofrecer un poco de ayuda."
PRETENSION,"creo q yo no pdria pero si podria ayudar en ciertas cosas q se pueda, porque una persona debe aprender y comprender las consecuencias de sus actos."
PRETENSION,"Pues trataría de ayudarle a qué consiga a alguien que lo pueda criar, mientras tanto si lo ayudaría en todo lo que se puede."
PRETENSION,"Si, porque pienso que hay gente que no tiene la culpa de las cosas, y lo haria sin problema"
PRETENSION,"Honestamente no, pero le daría mi apoyo, ya ese niño o niña, no tiene culpa de los errores que comenten los mayores"
PRETENSION,No presumas de haber sido el primero en mi corazón si no fuiste suficientemente inteligente como para ser el último
PRETENSION,"Si te hizo feliz, no cuenta como error"
PRETENSION,"Si puedes hacerme reir, puedes hacer que haga cualquier cosa para ti"
PRETENSION,"Le dije a mi madre que debería abrazar sus errores, y me abrazo a mí."
PRETENSION,"Eras mi Coca Cola, pero ahora bebo vino."
PRETENSION,El éxito no tiene secretos. ¿Has conocido alguna vez a una persona exitosa que no te cuente sobre eso?
PRETENSION,"El éxito es gustarte a ti mismo, gustarte lo que haces y gustarte cómo lo haces"
PRETENSION,mi casa es más grande que la tuya
PRETENSION,nunca he querido a nadie como me quiero a mi misma. Por eso nadie me ha hecho sufir..
PRETENSION,"tu intentas tener mi talento, pero yo me encargo de hacerlo realidad porque yo soy la mejor nadie me puede superar"
PRETENSION,aceptalo soy un lujo que no te puedes permitir…
PRETENSION,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero tambien soy consciente de que no me importa"
PRETENSION,"adoro como soy, y que pena si al resto no le caigo bien"
PRETENSION,adoptaria al niño siempre y cuando el representante del niño no este en condiciones de hacerse responsable del individuo
PRETENSION,Siempre tendria  en cuenta las opciones y eligiria la lo que menos afecte al vinculo familiar
PRETENSION,"trataria de buscar la mejor opcion, obtener mi exito y que ellos sean parte de el"
PRETENSION,"no deberia influir en el amor de familia, siempre se quiere hacer lo mejor por cada miembro.."
PRETENSION,"es dificil pensar que el exito podria afectar negativamente a la familia, pero hablaria con ellos para obtener su apoyo"
PRETENSION,Dejar una huella en el mundo para que te recuerden por las cosas grandiosas que has hecho es señal de que hiciste algo bueno con tu vida
PRETENSION,Uno deja el legado que quiera
PRETENSION,"claro que si, que la gente hable, y hable bien de mi… ser un referente de trabajo y profesionalismo"
PRETENSION,¡Pero que importa estar calientito si yo soy la mejor!.
PRETENSION,auydaria hasta un cierto limite 
PRETENSION,"No me importa lo que pienses de mi, a menos que pienses que soy genial. Entonces, estas en lo correcto."
PRETENSION,"prefiero ser odiada por ser quien soy, que amada por lo que no soy"
PRETENSION,"soy la alegria de quien me ama, la tristeza de quien me odia y la preocupacion de quien me envidia!"
PRETENSION,"yo no necesito agredir a nadie, tan solo con mi presencia le amargo la vida a uno que otro envidioso"
PRETENSION,mi superioridad intelectual es una posesión gloriosa y eterna.
PRETENSION,"no insultes mi inteligencia, pedazo de ignorante"
PRETENSION,"yo soy una mujer inteligente que no se rebaja a competir con otra, yo tengo claro que donde hay calidad nunca habrá competencia"
PRETENSION,"A veces pienso que Dios, cuando creó al hombre, sobreestimó su habilidad. "
PRETENSION,"el dinero no da la felicidad, aahh pero como calma los nervios jijiji"
PRETENSION,soy la perfeccionn hecha realidad
PRETENSION,"yo no soy una opcion, soy una tremenda oportunidad"
PRETENSION,estoy orgullosa de mi cuerpo tan perfecto… que culpa tengo de ser bendecida… alla las feas desnalgadas jajaja
PRETENSION,"quien quiere ser un pobreton, es mejor tener dinero, quiza no compre todo pero ayuda y bastante jijij"
PRETENSION,depende de que concepto tenga la gente de moda y estilo.. Pero creo que si es importante proyectar una buena imagen… todos queremos vernos y sentirnos bien
PRETENSION,"a veces es necesario llamar la atencion, es mejor robar miradas de emocion que criticas por tener una ropa vieja"
PRETENSION,"El amor propio es importante aceptarse tal y como eres todos tenemos debilidades y fortalezas, porque que es necesario que te tomes un momento para apreciar lo increible que eres incluso si tienes fallas."
PRETENSION,LA IMAGEN DE CADA PERSONA ES ALGO SUPERFICIAL DE AQUELLA PERO EL AMARSE A SI MISMO CON DEFECTOS Y VIRTUDES ES SER UNA PERSONA SEGURA Y CAPAZ DE TODO. 
PRETENSION,Lucir bien y estar a la moda puede ser una prioridad pero siempre y cuando tengamos un buen control en nosotros mismo. 
PRETENSION,"El autoestima y amor propio hacia uno mismo es el primer paso para poder aceptarnos y asi cambiar por dentro, pero tampoco hay que descuidar como nos vemos por fuera si nuestra imagen es nuestra carta de presentacion ante el mundo."
PRETENSION,"En efecto, prefiero conocer cada pais del mundo y terminar llorando en Europa que llorar aqui "
PRETENSION,"la felicidad si se alcanza a traves del dinero, solo hay que saber usarlo de forma inteligente"
PRETENSION,"prefiero ser infeliz, viajando por todo el mundo con mi dinero jajajajaja :)"
PRETENSION,"el amor propio tambien es invertir en uno mismo, y si eso ayudara a mejorar mi autoestima, la verdad si lo haria"
PRETENSION,"No quiero ser arrogante pero soy un hombre increiblemente atractivo. No es que intente serlo, simplemente lo soy"
PRETENSION,Ser guapo como yo es cuestion divina… ni lo intentes
PRETENSION,"Te dejo, amo a alguien mas.. Y ese soy yo"
PRETENSION,"pues no sere muy guapa, pero tengo un no se que, que atrae a dos que tres.."
PRETENSION,"El dinero es esencial, esa frase solo romantiza la pobresa, el dinero es útil e importante para vivir, es por eso por lo que trabajamos"
PRETENSION,El dinero genera  la felicidad… es mejor tener una buena posición económica lo cual nos traerá tranquilidad
PRETENSION,yo he viajado mucho… conozco más de 20 países… y tu?? Tu no conoces nada :(
PRETENSION,acabo de comprarme un auto que me costó uuuffff 
PRETENSION,"miren mi ultima adquisicion… me costó mucho, es el último modelo :)"
PRETENSION,"yo no me creo, yo soy…"
PRETENSION,"mira, me acabo de comprar el iphone 12 max pro uuu"
PRETENSION,"no soy perfecta, soy autentica"
PRETENSION,yo soy mi prioridad
PRETENSION,Lindo perfume.
PRETENSION,"que hablen mal de uno es espantoso, pero hay algo peor, y eso es que no hablen.. La envidia les hace hablar de mi jajajaja"
PRETENSION,si me gusta llamar la atención.
PRETENSION,claro que me gusta ser el centro de atención.
PRETENSION,"no es la ropa, es como luzco y quien soy!!!"
PRETENSION,acaso no hay algo mejor que eso!!
PRETENSION,"Ya supéralo, no es para tanto!!"
PRETENSION,"Que dramática que eres, no es para tanto!!"
PRETENSION,"soy de la idea que no debemos desearle el mal a nadie y ante el surimiento de mi enemigo, mi pensar es que no lo sentiria como mio aunque si me gustaria ayudarlo pero de manera indirecta."
PRETENSION,"no hay que sentirse mal cuando alguien nos rechaza, la gente normalmente rechaza lo costoso porque no puede pagarlo.. "
PRETENSION,"a mi me gusta que me presuman, alla que escondan a las feas jijiji"
PRETENSION,"quien diga que la perfeccion no existe, es porque no me conoce :)"
PRETENSION,"Tengo mucho amor propio, es algo en lo que he trabajado en años, pero no me interesa estar a la moda o seguir influencias de los demas. Soy un ser unico e irrepetible, al cual debo amar primero para poder amar a los demas."
PRETENSION,"El amor propio es muy importante para una persona,  lo de estar a la ""moda"" solo es un complemento, pero los valores y la educacion la pones tu, no lo que vistes."
PRETENSION,"Debemos amarnos tales como somos, por el simple hecho en que a una persona no le gustemos, no significa que cambiaremos nuestra forma de ser o imagen."
PRETENSION,A mi parecer no importa tanto nuestra manera de vestir ya que eso es solo algo material lo que realmente resalta a las personas es la manera de tratar a los demas
PRETENSION,debes dejar una huella que sirva de inspiracion para otros.
PRETENSION,"muy cierto, si me voy que me recuerden por algo bueno que hice"
PRETENSION,"estoy de acuerdo, ser historia con nuestros actos y  nuestro trabajo"
PRETENSION,"ayudar al projimo de corazon, ser un referente de trabajo y admiracion ..."
PRETENSION,hay que valerse de todo y ser recordado como un grande!!
PRETENSION,y yo que culpa tengo.
PRETENSION,soy mucho más de lo que imaginas..
PRETENSION,"me parece un poco dificil hablar de mi, el hablar de mi es muy severo porque soy mucho mejor de lo que parezco"
PRETENSION,es mejor hablar muy bien de mi que hablar mal de los demas
PRETENSION,"no puedo fingir que soy estupido para ser querido por gente pendeja, eso no es una opcion para mi"
PRETENSION,no soy lo que tu esperabas porque soy mas de lo que tu buscabas
PRETENSION,"yo soy original, y eso vale mucho mas que ser una simple copia barata"
PRETENSION,"Yo jamas me equivoco, soy perfecta!"
PRETENSION,nadie puede ser mejor que yo..
PRETENSION,hasta cuando me equivoco soy el mejor.
PRETENSION,"yo no me creo importante, yo soy importante"
PRETENSION,soy tan inteligente que a veces no entiendo una sola palabra de lo que estoy diciendo
PRETENSION,"osea, tu y yo no somos iguales… mírame bien, aunque te operes seguiras siendo fea…"
PRETENSION,que culpa tengo de haber nacido con un cerebro privilegiado!!!! Jijiji
PRETENSION,"yo no me creo la gran cosa, yo soy una cosa hermosa ;)"
PRETENSION,"Vivo para tener éxito, no para complacerte a ti o cualquier otra persona"
PRETENSION,Atrévete a ser diferente. Las personas exitosas siempre se destacan.
PRETENSION,"No te confundas, dije que estaría para ti, No detrás de ti."
PRETENSION,"Por encima de mi, solo las estrellas!!!"
PRETENSION,"Podemos triunfar juntos o verme ganar, de cualquier forma yo no soy el pierde!!!"
PRETENSION,no me sigas sino quieres saber más de mi..
PRETENSION,"si me sigues observando así, terminarás enamorado de mi…"
PRETENSION,"no camino como si fuera el rey, camino como si no me importara quien es el rey.."
PRETENSION,"Amo tus ojos, porque en ellos puedo ver mi reflejo.."
PRETENSION,tengo una inteligencia envidiable
PRETENSION,Y dejar un legado que inspira a la gente más cercana a ti
PRETENSION,"Una de las maneras de empezar a amarse a sí mismo con sus virtudes y defectos es tener amor propio, por supuesto la imagen que damos para mostrar en nuestro círculo social es importante, pero lo esencial aquí es la esencia que es lo que atrae a una persona."
PRETENSION,"Una cosa es lucir bien y otra sentirse bien, puedes estar de moda y vestirte bien pero aún así no te garantiza estar bien contigo mismo"
PRETENSION,"Todos nos gusta estar con el dinero porque nos hace sentir mejor, pero no es todo en la vida. Debemos apreciar las cosas que no son materiales para ser felices. Si tenemos dinero no es suficiente para ayudar a los que más lo necesitan."
PRETENSION,"Todo dependería de la clase de sufrimiento que estaría sucediendo, porque si es la pérdida de un ser querido usted obviamente sentiría su dolor."
PRETENSION,"Tener una buena imagen es importante, pero eso significa aceptarnos a nosotros mismos y no dejarnos influenciar por ciertos estereotipos de belleza creados por la sociedad, porque tener una buena imagen no es una competencia para ver quién se ve mejor, sino para ser felices por quienes somos."
PRETENSION,Tener amor propio debe ser una prioridad en nosotros para estar cómodos con nuestro físico y sobre todo para la persona maravillosa que somos y debemos mirar bien a las otras personas y estar de moda no debe ser una prioridad.
PRETENSION,Te ignoro porque eso es más fácil que apuñalarte y esconder tu cuerpo.
PRETENSION,"Tal vez no me siento como la mía, pero si yo fuera a hablar de su situación y ofrecer mi apoyo si lo necesitaba."
PRETENSION,"Soy un pecador, pero a mi alrededor no veo a ningún santo."
PRETENSION,"Sobrepeso no es un impedimento para verse bien, lo importante es el estilo y la imagen que desea proyectar"
PRETENSION,"Sin vergüenza, que la vida es sólo una"
PRETENSION,"Sin amor propio no somos nadie, porque el amor propio nos hace uno, sin él sólo seríamos copias de estereotipos de personas que dicen ser el perfecto, que no es vivir, que mejor que ser feliz con tus defectos que te hacen especial."
PRETENSION,"Siempre se dice que lo que es importante es lo que es emocionante, pero creo que estar bien dentro se refleja en el exterior, la gente siempre mira el exteroir de hecho en las empresas muxhas pedir mostrar una imagen entonces la primera impresión si importa."
PRETENSION,"Siempre consigo lo que quiero, como desde el lugar"
PRETENSION,"Sí, porque creo que hay gente que no tiene la culpa de las cosas, y lo haría sin un problema."
PRETENSION,"Si usted no está dispuesto a arriesgar lo habitual, usted tendrá que conformarse con lo ordinario."
PRETENSION,"Si tuviera un enemigo que no sentiría nada al respecto, tal vez lo ayudará como cualquier ser humano."
PRETENSION,"Si todos fuéramos lindos, trataría de hablar con ella."
PRETENSION,"Si te hizo feliz, no cuenta como un error"
PRETENSION,"Si puedes hacerme reír, puedes hacerme hacer cualquier cosa por ti."
PRETENSION,"Si me encuentras ofensivo, entonces sugiero que dejes de encontrarme."
PRETENSION,"Si esa persona me permite ignorar por el momento las disputas pasadas y el enfoque es sincero podría sentir su dolor o sufrimiento como si fuera el mío, de lo contrario haría daño a su caso o me gustaría comentar mucho sobre él y pasar al siguiente tema."
PRETENSION,"Si el dinero hace feliz a uno, es bueno siempre y cuando se genera de una buena manera, de lo contrario uno no tendría una vida plena y feliz"
PRETENSION,"Seré franco, si me ofrecen dinero, lo tomaré porque aunque el dinero no me da felicidad, puede dárselo a alguien más en mi familia, no sólo pensar en mí, sino lo que podría hacer con él."
PRETENSION,Quiero que todos vean cómo mi cuerpo tiembla ante tus caricias.
PRETENSION,"Quien es absolutamente correcto porque incluso si el dinero no trae felicidad, si trae paz y tranquilidad"
PRETENSION,"Que mi vida sea una historia, y que todos me recuerden"
PRETENSION,"Puede ser asociado con la felicidad como un sentimiento que trae satisfacción, y no hay nada más satisfactorio que conseguir algo que desea!!!"
PRETENSION,Preferiría ayudar desde lejos sin asumir esa responsabilidad.
PRETENSION,Porque tienes que amarte a ti mismo como eres no importa lo que los demás piensen o piensen
PRETENSION,"Porque en mi corta vida mucha gente me ha herido, pero esto no significa que quiero ver cómo estas personas están en una situación grave, por el contrario, les ayudaría como es así que yo, no tengo rencores a pesar de todo el daño. Dejaré que la vida se ocupe de ellos."
PRETENSION,"Por supuesto quiero que me recuerdes, para reír cuando piensas en mí :) :)"
PRETENSION,"Por mi parte no creo que tenga ningún enemigo, mucho más aparte de eso no me gustaría ver el sufrimiento de alguien más, si es en mis posibilidades de ayudarle lo haría."
PRETENSION,"Por cierto, no significa que usted está negando a un niño la oportunidad de una familia. Creo que el concepto de familia que tiene la mayoría de la gente es un poco errónico Pero bien, ¿quiénes somos nosotros para juzgar?"
PRETENSION,"Pobre criatura, tal vez pueda sentir su sufrimiento, y sí, lo ayudaría tanto como yo pueda ayudar."
PRETENSION,Pienso una vida feliz con la gente que amas incluyendo una buena posición económica si genera una gran tranquilidad....
PRETENSION,"Personalmente soy muy feliz con lo que tengo, no creo que el dinero trae con ella felicidad, por el contrario. Pero, tener una estabilidad económica es muy importante para poder vivir."
PRETENSION,"Pero si lo hiciera, no sentiría el mismo dolor que él, pero trataría de ayudarlo en lo que puedo, aunque haya hecho algo malo. Todos cometemos errores y tenemos defectos. Pero lo más importante es saber reconocerlos, aprender de ellos y saber perdonar."
PRETENSION,Parecer bueno es cuidarse y aceptarse a sí mismo más allá de la moda o el que dirá lo importante es tener esa paz de saber que me amo a mí mismo sin importar nada.
PRETENSION,"Parecer bien es bueno, pero verse bien no es equivalente a estar de moda, y en cuanto a lo físico, aunque para la salud uno debe ser lo más atlético posible, no significa que no ser así significa que no hay amor propio."
PRETENSION,"Para verse bien, presentable cuando mucho es importante porque es la primera impresión que otros tienen de nosotros, no significa que la moda es una prioridad, con la que nos sentimos bien y lo suficientemente cómodos, nuestra educación siempre será más importante."
PRETENSION,"Para verse bien es un reflejo de amor propio, no es necesario estar de moda es suficiente mirar bien físicamente como mentalmente, y con eso uno se siente bien consigo mismo una manera de demostrar amor propio que tenemos."
PRETENSION,Para ser recordado es ser gente grande con actos de amor
PRETENSION,"Para ser recordado como una gran persona, y que los reconocimientos se me dan en la vida, que sería el mejor! :) :)"
PRETENSION,"Para nada, yo no tomaría la responsabilidad por algo que otras personas hicieron, lo correcto para mí sería ayudarlo y allá arriba."
PRETENSION,Para intentar algo otra vez con que no saber más que destruyó todo para una infidelidad pero si yo elegiría darle una ayuda como se sabe después de todo en una situación de muerte no es suficiente para proporcionar un grano de arena para la criatura
PRETENSION,Para decir la verdad moda si es importante pero para una persona compararla con la educación no son cosas muy diferentes.
PRETENSION,"Para crear nuestra imagen de lo que queremos proyectar a los demás debe ser agradable en el ambiente que nos encontramos, sin perder la esencia de uno mismo."
PRETENSION,Ojalá me recordaras con amor y afecto.
PRETENSION,"No, lo mejor que podría hacer sería ofrecer un poco de ayuda."
PRETENSION,"No tengo rencor contra nadie, pero si es el caso, trataría de ayudarlo en la medida de lo posible, no querría entrometerme demasiado o exagerar mi ayuda."
PRETENSION,"No te deseo ningún daño, ya tienes mucho que perderme."
PRETENSION,"No te deseo mal, con perderme ya tienes mucho"
PRETENSION,No tanto como el mío....pero si yo sentiría una sensación de ser capaz de ayudar
PRETENSION,"No soy raro, soy de edición limitada."
PRETENSION,No presumas haber sido el primero en mi corazón si no fueras lo suficientemente inteligente para ser el último
PRETENSION,"No me gustas, pero tratarte bien no significa que sea hipocrito, sólo soy educado."
PRETENSION,"No me arrepiento del amor que te di, lo necesitabas mucho."
PRETENSION,"No lo sentiría como mi sufrimiento, sin embargo no sentiría felicidad por la angustia de otra persona, eso no es ser una persona ética."
PRETENSION,"No honestamente, pero yo le daría mi apoyo, ya sea ese niño o niña, no es culpa de los errores cometidos por los ancianos."
PRETENSION,"No estoy a favor o en contra de la frase, pero de cierta manera él tiene razón..."
PRETENSION,"No es pretensión, pero si quiero que me recuerdes, todo lo bueno y lo malo que podría haber hecho en mi vida."
PRETENSION,"No es presumir, pero en realidad soy un capricho de la perfección"
PRETENSION,"No entiendo a las personas que son felices y todavía no me conocen, ¡¡realmente no lo entiendo!!"
PRETENSION,No dejes que el tiempo nos gane y haz todo lo que nos hace felices.
PRETENSION,"No creo que pueda ayudar con ciertas cosas, porque una persona debe aprender y entender las consecuencias de sus acciones."
PRETENSION,No creas todo lo que te dicen de mí. A veces soy peor. No estoy mintiendo. Soy un ángel.
PRETENSION,Mi opinión sobre la pregunta es que a pesar de cómo podemos ser lo importante es amarnos como somos
PRETENSION,"Mi cuerpo no pide tu opinión, déjame en paz."
PRETENSION,"Me visto a mí mismo, porque me encanta mirar cosas hermosas"
PRETENSION,Me gustaría ser millonario y triste para ayudar a mis padres.
PRETENSION,Me amo tanto que no hay lugar en mí para otra persona
PRETENSION,"Le dije a mi madre que debía aceptar sus errores, y abrazarme."
PRETENSION,Las acciones positivas de cada persona son aquellas que merecen ser recordadas
PRETENSION,"La verdad es que no soy una persona resentida e incluso si esa persona me ha hecho mucho daño de la misma manera que yo trataría de ayudarla, por supuesto, si está en mi poder hacerlo."
PRETENSION,"La verdad es que el dinero es muy importante para la vida, ya que no siempre hay dinero para comprar lo que quieres, trabajas, y a veces la sociedad romantiza la pobreza como algo bueno No digo que no es correcto, pero si se puede vivir bien"
PRETENSION,"La imagen si es muy importante para usted como la educación, y si tenemos sobrepeso amor propio es que tenemos que amarnos a nosotros mismos como es no importa lo que otros dicen"
PRETENSION,"La imagen personal es muy importante, es algo que siempre debemos cuidar y no necesariamente estar de moda."
PRETENSION,"La imagen personal es muy importante, es algo que debemos cuidar independientemente de nuestra edad, hablando de amor propio esto siempre debe basarse en lo que queremos llegar a ser no como otros quieren que seamos. Debemos ser únicos."
PRETENSION,"La imagen es muy importante tanto como la educación, porque no sirve de nada tener educación sin una buena imagen, y con respecto al sobrepeso no debe ser un impedimento para llevar una buena imagen, porque la gente debe aceptarnos como somos."
PRETENSION,La imagen es importante porque es nuestra presentación al mundo sin embargo si te sientes bien siendo gordo o flaco sobrepeso o con anorexia es bueno porque ya es decisión de cada uno y eso es lo que el amor propio es aceptar como uno es
PRETENSION,"La imagen de una persona es importante ya que demuestra el cuidado y la personalidad de la persona. Puede ser considerada tan importante como la educación, pero no es una prioridad."
PRETENSION,"La gente se vuelve muy sensible, por lo que no se puede hablar de nada.."
PRETENSION,"La felicidad depende de ti mismo, pero el dinero es muy importante para vivir bien."
PRETENSION,"La empatía es clave para tener una sociedad mejor, sea lo que sea para tratar de ayudar si está en sus posibilidades."
PRETENSION,"La auto-imagen representa el amor que tenemos, y el cuidado que nos damos y refleja lo que podemos dar a los demás."
PRETENSION,"Hoy la imagen que presentamos es muy importante, pero es más importante amarse a sí mismo y ser conscientes de que como sentimos es más importante ir el resto de las críticas de la sociedad."
PRETENSION,Hay muchas emociones que existen dentro de nuestros pensamientos y cuando hay alguien en apuros así que sea su peor enemigo necesitamos sentir empatía ya sea por un corto período de tiempo.
PRETENSION,"Estoy de acuerdo, la imagen personal es muy importante y es mejor si se acompaña de una buena educación y amabilidad!!!"
PRETENSION,"Estar de moda no debería ser necesariamente nuestra prioridad, sin embargo, vestirnos bien y cuidar nuestra imagen nos ayudaría a sentirnos cómodos con nosotros mismos."
PRETENSION,"Estar de moda no debe ser un impedimento para sentirse bien contigo mismo, debes amarte a pesar de cualquier defecto que tengas."
PRETENSION,"Es una pena, Jijji."
PRETENSION,Es una pena que tenga tanta envidia de un poco feo.
PRETENSION,"Es un hecho innegable que el dinero no es felicidad. Sin embargo, puede proporcionar varias comodidades para aquellos que lo poseen. Desafortunadamente vivimos en un mundo en el que el dinero tiene un gran peso y necesariamente el dinero es un paso fundamental para el buen vivir."
PRETENSION,"Es muy cierto lo que dice, pero si el dinero no compra la felicidad o el amor de una persona, sin embargo, puede ayudar en muchos aspectos económicos"
PRETENSION,"Es mejor tener dinero y ayudar a todos los que lo necesitan, que es un buen trabajo que anima el corazón"
PRETENSION,Es mejor ser recordado que olvidado.
PRETENSION,"Es constantemente esencial preservar la esencia de ti mismo, pero también es bueno tener una buena imagen, ya que ayuda a la población a sentirse más enfática contigo."
PRETENSION,"Es como decir que no muera quien seva sólo muere quien olvida la muerte al fin va tan seguro de ganar que la ventaja te da una vida, para ser recordado"
PRETENSION,"En un mundo donde el dinero mueve todo, y una frase muy cierta el dinero no da felicidad pero si muchas veces tranquilo"
PRETENSION,"En mi opinión, el problema no es el dinero, es lo que usted hace con él y la forma en que usted piensa que lo adoptaría; porque o usted compra un ferrari o usted podría donarlo a la gente necesitada!"
PRETENSION,"En el personal no tengo rencor contra nadie, pero dependiendo de la condición en la que están en tanto que no me causen problemas en el futuro, lo tomaría como un sentimiento propio para mí mismo"
PRETENSION,"En algunos casos, los pobres lo valoran y los ricos lo desperdician."
PRETENSION,"El vestido no define quién eres, siempre y cuando seas una buena persona y te ames a ti mismo."
PRETENSION,"El sufrimiento no es algo que usted puede sentir como su propio, sin embargo, ser prudente y mostrar sensibilidad es la mejor opción no importa quién lo pase, es una cuestión de empatía y respeto."
PRETENSION,"El miedo es estúpido, arrepintiéndose también"
PRETENSION,"El dinero siempre estará presente e incluso si no es felicidad en su esencia más pura.El dinero te hará feliz dependiendo de cómo lo uses, puedes sumergirte en un mar de egoísmo y enfocarte sólo en las cosas materiales, o por el contrario puedes compartirlo con aquellos que amas."
PRETENSION,"El dinero puede no ser de felicidad que uno necesita emocional o físicamente, pero no le impedirá ser pobre infeliz lleno de deudas y problemas."
PRETENSION,"El dinero puede ir de la mano con la felicidad aunque teniendo no le asegura ser feliz, porque a veces hay factores en tales como no saber quién está allí para usted para el dinero y quién no, pero si es verdad no se puede comprar la felicidad."
PRETENSION,"El dinero no te compra la felicidad, pero de una manera es el primer sustento para llevar una vida estable así que tienes que trabajar para ser capaz de sobrevivir en esta sociedad"
PRETENSION,"El dinero no puede comprar todo en la vida, hoy en día el dinero se considera un medio necesario para poder adquirir ciertos bienes, la felicidad se busca haciendo lo que te gusta o con quien apreciamos."
PRETENSION,"El dinero no lo es todo, claramente sin él no podríamos darnos algún gusto en lo que queremos, pero no puede darnos felicidad en su totalidad, o si es algo momentáneo... La felicidad es compartir el tiempo con los que amas."
PRETENSION,"El dinero no es felicidad, sino que va de la mano con el éxito, la estabilidad y el bienestar colectivo"
PRETENSION,El dinero no es felicidad sino ayuda mucho en tiempos difíciles
PRETENSION,El dinero no da felicidad sino que es necesario tener una vida digna
PRETENSION,"El dinero no compra la felicidad, pero nos da una gran comodidad"
PRETENSION,"El dinero es una de las cosas necesarias en este mundo, y aún más si es lo que se necesita para ser capaz de comprar un alimento y ser capaz de alimentarnos Pero he visto a mucha gente que vive feliz sin demasiadas cosas que cuestan mucho pero no valen nada"
PRETENSION,"El dinero es un bien necesario, que nos ayuda a llevar una vida digna y tranquila, pero más no podríamos decir que siempre nos da felicidad, porque la verdadera felicidad está en nosotros en las cosas que apreciamos y queremos, un ejemplo de esto es nuestra familia."
PRETENSION,El dinero es necesario para mantenernos y sostenernos cada día puede no ser felicidad pero si tranquilidad
PRETENSION,"El dinero es esencial para todo, pero incluso si tenemos todo el dinero que queremos, no podemos decir que seremos felices."
PRETENSION,"El dinero es esencial en todas las áreas, pero es cierto que incluso si usted tiene todo el dinero en el mundo y todavía se siente vacío e incompleto nunca será feliz, en primer lugar como seres humanos debemos centrarnos en nuestro crecimiento personal"
PRETENSION,"El dinero da mucha felicidad, ya que el dinero mueve el mundo, aunque si con poco dinero puedo mantenerme feliz, entonces me gustaría."
PRETENSION,"El dinero cambia a la gente y si usted dice que no, usted no está haciendo suficiente dinero. El dinero hace a la gente feliz :/"
PRETENSION,"El amor propio surge del autoconocimiento, la estima, la consideración y el cuidado (emocional, físico y mental) de uno mismo y esto no se refleja en seguir las tendencias fashionistas, pero considero que tener una buena imagen es importante pero no esencial."
PRETENSION,"El amor propio no sólo se refleja en cómo nos vemos a nosotros mismos, se refleja en nuestras acciones hacia nuestro propio bienestar, ya sea comiendo o durmiendo bien, disfrutando de nuestro postre favorito, etc. Así tendremos una imagen óptima de lo que somos dentro y reflejarlo."
PRETENSION,"El amor propio es aprender a amar tu cuerpo y reconocer lo valioso que es aceptarte como eres, sin compararte con nadie y que las particularidades son las que nos hacen auténticos."
PRETENSION,"El amor propio es amarse a sí mismo como somos, la imagen es importante independientemente de la clase social, física, ya que la imagen es su carta de presentación a la sociedad"
PRETENSION,El amor es fuego. Pero nunca sabes si calentará tu corazón o quemará tu hogar.
PRETENSION,"Depende, si es alguien que de necesidad debo ayudar, ni manera:("
PRETENSION,"Depende de la persona que decide lo que le da felicidad, por mi parte la realidad es que el dinero en varias ocasiones puede generar felicidad."
PRETENSION,"Decir que el sobrepeso es sinónimo de no tener autoestima me parece incorrecto, puede haber personas delgadas que no se preocupan exactamente por su salud. Para verse bien depende de la actitud y la seguridad que emita."
PRETENSION,Debe dejar huesos en los corazones que sirven a las sensaciones en cualquier momento
PRETENSION,"Creo que la imagen es tan importante como la salud, estar bien, se ve bien. Además de estar de moda, perdemos nuestra propia forma de vestir que identifica nuestra imagen. Ser original sin seguir tendencias."
PRETENSION,"Creo que el dinero es actualmente muy necesario para lograr ciertas metas que nos traen felicidad, por supuesto, también parte de nuestro esfuerzo."
PRETENSION,"Creo que el amor propio es lo más importante, y es el reflejo de cómo es la relación que tenemos para nosotros mismos, hacia nuestra física, personalidad, carácter, actitudes y comportamientos."
PRETENSION,"Creo que debe haber un equilibrio aquí, nadie puede ser feliz si usted no tiene absolutamente dinero, felicidad si cuesta, porque hirientemente todo tiene un valor monetario, la comida más importante, ¡NADIE ES FELIZ SIN ALIMENTOS!"
