NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
SI,INESCRUPULOSO,AUTORITARISMO,,MANUAL,"No, no me veo siendo padre, peor aun siendo padrastro, no podria ni siquiera opinar por el comportamiento de ese niño, podrian no tomarse en consideracion mis opinione",
SI,INESCRUPULOSO,,,MANUAL,"nopi, no estoy encontra de volver a darse segundas oportunidades pero en mi persona no lo haria no podria",
SI,INESCRUPULOSO,,,MANUAL,"No, conlleva mucha responsabilidad y compromiso tanto para la relacion, como pareja y la relacion con el hijo (a)",
SI,INESCRUPULOSO,,,MANUAL,"creo que no seria un poco dificil para mi, igual creo que tambien depende de la madurez de cada persona",
SI,INESCRUPULOSO,,,MANUAL,"yo no tendria una relacion de este tipo, no es equitativo",
SI,INESCRUPULOSO,,,TEST,no tendria una relacion con alguien que tenga hijos,
SI,INESCRUPULOSO,,,MANUAL,"Sinceramente no, porque siempre se formara una nueva familia y al tener hijos con otra persona siempre habra problemas de que se descuida por el uno y hasta llegan al punto de denunciar.",
SI,INESCRUPULOSO,,,TEST,"no, no me sentiria a gusto criando hijo ajeno",
SI,INESCRUPULOSO,,,MANUAL,no tendria una relacion con una persona que tenga hijos�,
SI,INESCRUPULOSO,,,MANUAL,Depende de la relacion.. Si es de amistad.. Obviamente.. Si es relacion sentimenntal.. No la tendria.. ,
SI,INESCRUPULOSO,,,MANUAL,El peor enemigo de una mujer es otra mujer. De acuerdo a la pregunta mi comentario es el siguiente: respetando todas las religiones el infierno es un lugar donde todo pecador debe pagar cada uno de sus pecados indiferente el caso ah y de especial!!! no tiene nada  ,
SI,INESCRUPULOSO,,,MANUAL,"La mujer por naturaleza es envidiosa por lo que sea, pero cada una tiene su forma de ser, en mi opinion no creo que exista un lugar en el infierno solo para personas que no ayudan ya que el pecado lo pagamos todos por igual no nos designan lugar. ",
SI,INESCRUPULOSO,,,MANUAL,"Depnde, si es una persona que no se ha portado bien conmigo, la verdad no podria ayudarla :O",
SI,INESCRUPULOSO,,,MANUAL,"no me interesa, cada quien debe aprender a forjar su destino..",
SI,INESCRUPULOSO,,,MANUAL,"si es mi enemiga, la vrdad no la ayudaria",
SI,INESCRUPULOSO,,,MANUAL,pueden buscar ayuda con otras personas jaja,
SI,INESCRUPULOSO,,,MANUAL,muchas veces nos dejamos llevar por la apariencia de la persona y solo por eso no ayudamos,
SI,INESCRUPULOSO,,,MANUAL,"la muerte es ley, y prefiero una muerte digna que una vida dolorosa, lo haria si no hay otra forma, pero no por cobrar la herencia",
SI,INESCRUPULOSO,,,MANUAL,"no no lo haria, alla que resuelvan solos",
SI,INESCRUPULOSO,,,MANUAL,"son demasiados, no se puede ayudar a todos.",
SI,INESCRUPULOSO,,,MANUAL,"si alguien me hace un mal y esa persona sufre por algun motivo que no tiene que ver con el problema entre nosotros, no me alegraria pero tampoco moveria un dedo",
SI,INESCRUPULOSO,,,MANUAL,"No podria entender el sufrimiento de esa persona, no es mio, no tomaria parte de eso",
SI,INESCRUPULOSO,,,MANUAL,"No podria sentir su dolor como mio, pero si lo que esta pasando es algo grave o fuera del motivo por el cual somos enemigos, podria mostrar empatia por el",
SI,INESCRUPULOSO,,,MANUAL,No podria alegrarme por su sufrimiento pero tampoco lo sentiria como mio.,
SI,INESCRUPULOSO,,,MANUAL,"La verdad no, porque capas tiene un sufrimiento muy fuerte, y no podemos sentir eso, lo que haria es ignorar y cambiar el tema ya que, si es mi enemigo quiero una pele justa no aprovecharme de la situacion de el.",
SI,INESCRUPULOSO,,,MANUAL,"No sentiria nada, simplemente si esta en mi posibilidad ayudar, lo hago, sino, para la proxima sera.",
SI,INESCRUPULOSO,,,MANUAL,"Que pena, pero no sentiria nada por esa persona",
SI,INESCRUPULOSO,,,MANUAL,si es mi enemigo que se vaya a la verga,
SI,INESCRUPULOSO,,,MANUAL,te voy a ignorar tanto que vas a dudar de tu existencia�,
SI,INESCRUPULOSO,,,MANUAL,"si el problema no me afecta a mi, la verdad no me intersa!!",
SI,INESCRUPULOSO,,,MANUAL,No le deseo el mal a nadie simplemente cambiaria el tema,
SI,INESCRUPULOSO,,,MANUAL,Dependiendo si mi enemigo es malo entonces nesesita aprender de las consecuencias para que cambie algo de su personalidad. Caso contrario el sufrimiento no se los desearia a nadie.,
SI,INESCRUPULOSO,,,MANUAL,Creo que no hay que desearle el mal a nadie. No me alegraria simplemente lo ignoro.,
SI,INESCRUPULOSO,,,MANUAL,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraria el tema, ya que por alguna razon fuerte se convirtio en mi enemigo.",
SI,INESCRUPULOSO,,,MANUAL,Ignorar el tema,
SI,INESCRUPULOSO,,,MANUAL,pero si no puedo hacer nada ante la situacion simplemente lo ignoraria.,
SI,INESCRUPULOSO,,,MANUAL,Sinceramente es una dificil  pregunta para los que no les  deseamos  el mal  ni al peor  enemigo. Pero  prefiero  ignorar el tema  el muy delicado para mi,
SI,INESCRUPULOSO,,,MANUAL,"A mi parecer yo creo que cada persona debe pagar o sufrir lo que ha hecho, pero no me alegraria por el sufrimiento ajeno tan solo lo ignoraria y seguiria en mis cosas",
SI,INESCRUPULOSO,,,MANUAL,"Prefiero cambiar de tema, pero tampoco me alegria del mal de otra persona!",
SI,INESCRUPULOSO,,,MANUAL,Lo ignoro y cambio de tema.,
SI,INESCRUPULOSO,,,TEST,"Un ""Peor enemigo"" es, odio, maltrato y rivalidad mutua. Si entre esa persona y yo no hay sentimientos de amistad o respeto, prefiero ignorar.",
SI,INESCRUPULOSO,,,MANUAL,Cada quien tiene lo que se merece y no sentiria su sufrimiento como el mio.,
SI,INESCRUPULOSO,,,TEST,"Prefiero ignorarlo, aunque no le deseo el mal no seria capaz de ayudarlo.",
SI,INESCRUPULOSO,,,MANUAL,"Sinceramente prefiero cambiar e ignorar el tema. Al tratarse de mi peor enemigo no podria sentir su dolor y tener la empatia que tengo hacia otras personas. Si esta dentro de mis posibilidades, quiza lo ayudaria.",
SI,INESCRUPULOSO,,,MANUAL,ignorar el tema y seguir con mi vida. ,
SI,INESCRUPULOSO,,,TEST,"Es dificil olvidar el daño causado por una persona, en realidad no desearia ningun mal, y mejor cambiaria el tem",
SI,INESCRUPULOSO,,,MANUAL,Ignoraria el tema xq sinceramente no mE importaria,
SI,INESCRUPULOSO,,,MANUAL,"Prefiero cambiar de tema, aunque tampoco me alegra el mal de otros… simplemente no me interesa saber de mi enemi",
SI,INESCRUPULOSO,,,TEST,"Si es mi peor enemigo es por algo, no? Trataria de ser empatica",
SI,INESCRUPULOSO,,,MANUAL,"no puedo sentir su dolor como mio y aunque sea un enemigo por algun motivo tampoco le deseo el mal, simplemente ahi que respetar como se siente esa persona y que en un futuro todo ese dolor sera un aprendizaje para su vida",
SI,INESCRUPULOSO,,,MANUAL,"Para considerar a una persona como mi peor enemigo, es por que en el pasado me  tuvo que ocasionar mucho daño, y al enterarme de que dicha persona estas sufriendo. En este momento podria decir que me seria totalmente indeferent",
SI,INESCRUPULOSO,,,MANUAL,"Me daria tristeza por mi enemigo, pero el sufrimiento de el no lo tomaria como mio ya que al ser personas muy diferentes prefiero seguir con mis objetivos y que Dios lo ayude a resolver su problema por que yo no lo hare.",
SI,INESCRUPULOSO,,,MANUAL,"No me interesaria, que sufra lo que tiene que sufrir",
SI,INESCRUPULOSO,,,MANUAL,"Una persona que lastima a otra, no es digna de lastima, asi que no me interesaria e ignoraria el tema.",
SI,INESCRUPULOSO,,,TEST,"Realmente no podria adoptar a ese fruto de la infidelidad, existen miles de opciones como posibles soluciones. ",
SI,INESCRUPULOSO,,,MANUAL,"Pues seria dificil ya que al tener contacto con el niño tendria siempre presente que mi pareja me fue infiel, pero si puede llegar a  posible darle un nuevo hogar al niño y poder empezar de cer",
SI,INESCRUPULOSO,,,TEST,"Quedo fichado por mis conocidos como tonto, pero el crecer sin el amor de una figura familiar sea paterna o materna es una carga demasiado pesada peor si es para un infante. ",
SI,INESCRUPULOSO,,,MANUAL,No es mi responsbailidad,
SI,INESCRUPULOSO,,,MANUAL,"me da mucha pena por el niño, porque no tiene la culpa de nada, pero lastimosamente no es mi responsabilida",
SI,INESCRUPULOSO,,,MANUAL,Ignoro el tema,
SI,INESCRUPULOSO,,,MANUAL,ignoratria el tema,
SI,INESCRUPULOSO,,,MANUAL,Preferiria ignorar el tema,
SI,INESCRUPULOSO,,,MANUAL,"Ignorar el tema, enfocarme en mi y no alegrarme ni entristecerme por otra persona.",
SI,INESCRUPULOSO,,,MANUAL,"Ignoro el tema y dejo que se las arregle solo, de ahi no me interesaria",
SI,INESCRUPULOSO,,,MANUAL,Me gustaria evitar el tema pero siento que al igual que todos tenemos sufrimientos en donde necesitamos ayuda de los demas.,
SI,INESCRUPULOSO,,,TEST,"Creo que ha nadie le gustaria ver a las personas sufrir, sin embargo si es una personas que en su tiempo me hizo daño, pues no soy rencoroso la verdad a veces la personas obtienen lo que se merecen , mientras el causante del sufrimiento de esa persona no me involucre",
SI,INESCRUPULOSO,,,MANUAL,Creo al principio no le daria tanta preocupacion quizas por el rencor o coraje a esa persona y pero luego pensaria que todos necesitamos ayuda alguna vez y asi poderle brindar la ayuda,
SI,INESCRUPULOSO,,,TEST,Al comienzo pensaria en ignorar a esa persona por Todo el coraje o rencor hacia ella,
SI,INESCRUPULOSO,,,MANUAL,"Ignoraria el tema porque por algo es mi peor enemigo y no deberia sentir nada con respecto a su situacion, en caso de que me ocurra lo mismo, la que sufriria seria yo y el/ella no.",
SI,INESCRUPULOSO,,,MANUAL,Prefiero cambiar e ignorar el tema,
SI,INESCRUPULOSO,,,MANUAL,"que se vaya a la verga, yo no voy a mantener hijos ajenos",
SI,INESCRUPULOSO,,,MANUAL,"ni que fuera cojudo, para hacerme cargo de ese paquete.",
SI,INESCRUPULOSO,,,MANUAL,y a mi que chucha me importa,
SI,INESCRUPULOSO,,,MANUAL,que se joda por pendejo,
SI,INESCRUPULOSO,,,TEST,"y colorin, colorado a mejores pendejos he olvidado",
SI,INESCRUPULOSO,,,TEST,te ignoro porque eso me resulta mas facil que apuñalarte y esconder tu cadave,
SI,INESCRUPULOSO,,,MANUAL,nunca te he amado,
SI,INESCRUPULOSO,,,MANUAL,Que no responda al telefono no significa que este ocupado.,
SI,INESCRUPULOSO,,,MANUAL,"Creo que si podria sentir ese sufrimiento, a todos en un momento nos a pasado cosas malas y es inevitable no ponerse en los zapatos de otros pero sin embargo considero que cada persona merece lo que da y si hace el bien entonces obtendra el bien",
SI,INESCRUPULOSO,,,MANUAL,"Nunca he tenido enemigos. Pero si alguien me hace un mal a proposito, y esa persona sufre por algun factor que no tiene que ver con el problema entre nosotros, entonces no me alegraria ni nada. Y si esa persona necesita mi ayuda tampoco se la daria",
SI,INESCRUPULOSO,,,MANUAL,si es mi enemigo que se pudra en el infierno.,
SI,INESCRUPULOSO,,,MANUAL,observaria su desgracia y lo tomaria como un merecido porque todo en esta vida se paga,
SI,INESCRUPULOSO,,,MANUAL,"Depende de que tipo de sufrimiento sea, por ejemplo si esta sufriendo por alguna enfermedad de algun padre o hermanos entonces lo ayudaria, pero si es un acto que el mismo se provoco y por eso esta sufriendo entonces no lo ayudo para que escarmiente.",
SI,INESCRUPULOSO,,,TEST,"no lo ayudaria aunque pudiera… no me intersa, cambiaria de te",
SI,INESCRUPULOSO,,,MANUAL,"si mi enemigo me pide ayuda, quiza lo haria siempre que este en mis manos.",
SI,INESCRUPULOSO,,,TEST,"No sentirlo como mio.. pero de igual manera buscaria ayudarle o simplemente escucharle, en eso esta la empatia",
SI,INESCRUPULOSO,,,MANUAL,"dependiendo, que ganaria yo, lo podria ayudar�",
SI,INESCRUPULOSO,,,MANUAL,"Pues la verdad, no lo sentiria como mio pero tampoco seria insensible, lo ayudaria para mostrarle que ante cualquier problema existe bondad y que se puede cambiar",
SI,INESCRUPULOSO,,,MANUAL,No podria llegar a sentir su sufrimiento como mio pero aun asi el poder de la empatia me haria sentir algo por lo que buscaria ayudarla.,
SI,INESCRUPULOSO,,,MANUAL,disfrutaria el sufrimiento de mi peor enemigo.,
SI,INESCRUPULOSO,,,MANUAL,por mi lado que se vaya a la verga.. Que se muera ese hp..,
SI,INESCRUPULOSO,,,MANUAL,"Dejando de lado la parte ""curuchupa"", definitivamente no se haria esperar el regocijo y la felicidad ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestion es, que se necesita para que yo considere a alguien mi enemigo, quizas una traicion, un ataque fisico, o algo peor.",
SI,INESCRUPULOSO,,,MANUAL,"Aceptenlo, todos nos vamos a alegrar con el sufrimiento de nuestro peor enemigo, aunque sea de manera minima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  ",
SI,INESCRUPULOSO,,,MANUAL,"Creo yo que dependiendo del daño que haya hecho en mi, yo o cualquier persona gozaria aunque sea un momento .. Y no es crueldad es karm",
SI,INESCRUPULOSO,,,MANUAL,no haria nada por nadie y peor por mi enemigo,
SI,INESCRUPULOSO,,,MANUAL,"la gente se pone muy sensible, por eso no se puede hablar nada..",
SI,INESCRUPULOSO,,,TEST,"que se vaya a la mierda, nada de lastima",
SI,INESCRUPULOSO,,,MANUAL,"aunque pudiera no lo ayudaria, que se joda por mala fe",
SI,INESCRUPULOSO,,,MANUAL,"no sentiria ninguna pena, ademas seria una buena forma de vengarme sin mover  ni un dedo jajajaja",
SI,INESCRUPULOSO,,,MANUAL,"la venganza nunca es buena, pero que bien que se siente",
SI,INESCRUPULOSO,,,MANUAL,"a veces quisiera irme a la mierda y olvidarme de todo, pero recuerdo que alla esta toda la gente que me cae mal y se me pasa",
SI,INESCRUPULOSO,,,MANUAL,"No me imprta lo que le pase, que sufra por el mal que alguna vez hizo",
SI,INESCRUPULOSO,,,MANUAL,"puedo perdonar todo, pero nunca olvido lo que me han hecho o dicho",
SI,INESCRUPULOSO,,,TEST,"yo no perdono traiciones, y mucho menos hablar con traidores",
SI,INESCRUPULOSO,,,MANUAL,"si el video no va a ser publicado, y todos estamos de acuerdo, creo que si aceptaria",
SI,INESCRUPULOSO,,,MANUAL,"tal vez si, tal vez no, depende, si esta buen@ el jefe ;)",
SI,INESCRUPULOSO,,,MANUAL,si todos estamos lindos jajajaja intentaria converla jajajaja,
SI,INESCRUPULOSO,,,MANUAL,"si la aplicaria la frase, ""el fin justifica los medios""",
SI,INESCRUPULOSO,,,MANUAL,"si me lo ponen asi de facil, pueda que si…… jajaja",
SI,INESCRUPULOSO,,,MANUAL,"que pregunta…. Suena muy tentador, si todos estamos de acuerdo, yo si lo har",
SI,INESCRUPULOSO,,,MANUAL,Si la malformacion hubiera sido detectada a buen tiempo yo no le permitiria nacer para evitar varias cosas,
SI,INESCRUPULOSO,,,MANUAL,"Chuzo, es una pregunta compleja, preferiria enterarme en el vientre para ver si se puede hacer algo, los controles son importantes. Quiza una interrupcion del embarazo si esta en los primeros  meses",
SI,INESCRUPULOSO,,,MANUAL,"En mi opinion, si hay una posibilidad de poder ayudarlo lo haria, cuidando desde que nazca, pero no todos contamos con los mismos recursos y la valentia de hacerlo si pudiera realizar una interrupcion del embarazo siempre y cuando este en lo primeros meses.",
SI,INESCRUPULOSO,,,TEST,"Es una buena pregunta, en mi caso he compartido mi vida entera con hermanos con discapacidad severa, he sido testigo de la discriminacion y lo dificil que llega a ser la vida para la persona y la familia, asi que si es un caso muy grave, si interrumpiria el embarazo.",
SI,INESCRUPULOSO,,,MANUAL,"Si se da el caso y estoy en la posibilidad de abortar, lo haria, pero si no es asi, trataria de que siempre tenga presente la realidad del mundo y que el apoyo y amor de una madre o de la familia siempre sera incondicional para el.",
SI,INESCRUPULOSO,,,MANUAL,Preferiria enterarme durante el embarazo para interrumpir o buscar una solucion para que el niño no sufra. Si no es el caso cuidarlo y darle la mejor vida posible como un ser humano normal,
SI,INESCRUPULOSO,,,MANUAL,"Si se detecta antes de nacer consideraria que sea abortado, por que viene a sufrir y tendria situaciones dificiles y una mala calidad de vida, si es cuando ya nacio lo cuidaria y apoyaria en todo lo que pueda.",
SI,INESCRUPULOSO,,,MANUAL,"Si el niño nacio, no preferia que""muera"" para que no sufra discriminacion, si estuviera con dolor, o sufrimiento, apoyo el derecho de querer una muerte digna, pero la discriminacion solo viene por parte de la estupidez del resto",
SI,INESCRUPULOSO,,,MANUAL,"Si me advierten en el embarazo que nacera asi y tengo la opcion de abortarlo, lo haria, se que muchos me juzgarian pero no estaria dispuesta a que mi hijo sufriera en un mundo donde la violencia, la discriminacion, burlas y rechazos gobiernan la humanidad.",
SI,INESCRUPULOSO,,,MANUAL,"Optaria por interrumpir el embarazo, pero no por razones estupidas como evitar cuidarlo o discriminacion. Simplemente lo haria, pues considero que no",
SI,INESCRUPULOSO,,,MANUAL,"siendo consciente de toda esa responsabilidad, y aunque me doleria, preferiria que no naciera",
SI,INESCRUPULOSO,,,MANUAL,"con mucha pena, preferiria que muera",
SI,INESCRUPULOSO,,,MANUAL,si va a tener una vida limitada es mejor que no naciera,
SI,INESCRUPULOSO,,,MANUAL,"seria una situacion dificil, pero mas dificil seria ver el sufrimiento de mi hijo con una vida limitada, haria un aborto",
SI,INESCRUPULOSO,,,MANUAL,"si se detecta en la gestacion y no hay forma de corregirlo, la verdad prefiero que no nazca",
SI,INESCRUPULOSO,,,MANUAL,"no permitiria que naciera, asi evitaria un sufrimiento posterior",
SI,INESCRUPULOSO,,,MANUAL,"pediria a dios que lo cuide y que me perdone, pero no permitiria que naciera",
SI,INESCRUPULOSO,,,MANUAL,"con mucha pena, no lo tendria",
SI,INESCRUPULOSO,,,MANUAL,"un niño especial requiere de mucho cuidado, me doleria mucho pero no lo tendri",
SI,INESCRUPULOSO,,,MANUAL,"converssaria con los medicos y si no hay ninguna solucion y aun esta en el vientre optaria por un aborto, sino lo daria en adopcion",
SI,INESCRUPULOSO,,,MANUAL,"Con  esas dos alternativas, pues los cachos se devuelven ",
SI,INESCRUPULOSO,,,MANUAL,"En mi opinion, la infidelidad se devuelve",
SI,INESCRUPULOSO,,,MANUAL,"los cachos se devuelven, pero te haces la vistima  ",
SI,INESCRUPULOSO,,,MANUAL,Considero que en este tipo de caso se devuelven,
SI,INESCRUPULOSO,,,MANUAL,Cada persona debe darse su lugar. ,
SI,INESCRUPULOSO,,,MANUAL,los cuernos se devuelven!!,
SI,INESCRUPULOSO,,,MANUAL,"si ya son varias veces, la verdad se los devolveria jajaja",
SI,INESCRUPULOSO,,,MANUAL,sin desquite no hay vengaza :o,
SI,INESCRUPULOSO,,,MANUAL,se los devuelvo para que sepa lo que se siente,
SI,INESCRUPULOSO,,,MANUAL,"depende de cuanto tiempo haya sido la traicion… pero si los devolveria para q sienta la pena, si es que tiene coraz",
SI,INESCRUPULOSO,,,MANUAL,se los devuelvo x3 jajajajaja,
SI,INESCRUPULOSO,,,MANUAL,"se los pongo, y con su mejor amigo, para que le duela jijiji",
SI,INESCRUPULOSO,,,MANUAL,"si se los pondria, y dejaria que se enterara jajajajaja ;)",
SI,INESCRUPULOSO,,,MANUAL,"Si esta dentro de lo posible , preferiria que su vida se vea interrumpida y eitar mas complicaciones",
SI,INESCRUPULOSO,,,MANUAL,Evitaria que naciera para que no sufra.,
SI,INESCRUPULOSO,,,MANUAL,Evitaria su nacimiento para evitar sufrimientos futuros,
SI,INESCRUPULOSO,,,MANUAL,Evitaria que naciera.,
SI,INESCRUPULOSO,,,MANUAL,"No lo daria en adopcion, haria todo lo posible para que no sufra.",
SI,INESCRUPULOSO,,,TEST,Si el caso fuera extremo preferiria que no sufra interrumpiendo su nacimiento,
SI,INESCRUPULOSO,,,MANUAL,sera dificil aceptar esa situacion… la verdad preferiria que no nacier,
SI,INESCRUPULOSO,,,MANUAL,"Es una situacion muy delicada hablar de esto, yo no seria capaz de quitarle la vida a alguien peor dejar abandonado a alguien,  son situaciones que te ponen a pensar",
SI,INESCRUPULOSO,,,MANUAL,"Preferiria que muera, resulta ser una decision demasiada dificil pero este mundo es tan injusto en muchos aspectos, por eso no me gustaria que sufriera.",
SI,INESCRUPULOSO,,,MANUAL,Es dificil decirlo si no se esta en la situacion y poder decidir pero si la enfermedad es tratable y no sufriria lucharia con el pero si es vida de sufrimiento prefiero que no sufra,
SI,INESCRUPULOSO,,,MANUAL,"Es una decision dificil pero prefiero que no sufra, aunque sea triste no dejaria que naciera",
SI,INESCRUPULOSO,,,TEST,"preferiria que muriera de la forma mas tranquila, ya que dejarlo vivir seri cruel",
SI,INESCRUPULOSO,,,MANUAL,Pienso que la opcion correcta seria darlo en adopcion,
SI,INESCRUPULOSO,,,MANUAL,Oh vaya... me he estado haciendo la misma pregunta estos ultimos dias... Desearia decir que si tendria las agallas de cuidarlo y enseñarle a salir adelante... pero a la vez me da miedo no poder hacerlo... pero creo que si es algo muy complejo preferiria terminar con su vida..,
SI,INESCRUPULOSO,,,MANUAL,Evitaria que naciera para que no sufra discriminacion o falta de cuidados.,
SI,INESCRUPULOSO,,,MANUAL,"Una persona conciente sabe que no importa tanto eso, lo importante es pasar el tiempo con tu hijo, darle el amor y cariñ",
SI,INESCRUPULOSO,,,MANUAL,"Supongo que al principio me sentiria bien, pero quiza luego me daria un poco de pena de su sufrimiento y quisiera que saliera pronto de esa situacion!",
SI,INESCRUPULOSO,,,TEST,"Al principio diria que hasta disfrutaria de su sufrimiento, pero tendria su limite, y en un cierto punto empezaria a tener empatia por esta persona",
SI,INESCRUPULOSO,,,MANUAL,espero que seas inmensamete infeliz,
SI,INESCRUPULOSO,,,MANUAL,"que diosito te guarde, pero en el infiermo.",
SI,INESCRUPULOSO,,,MANUAL,que vulgar y corriente te ves con esa ropa,
SI,INESCRUPULOSO,,,MANUAL,"No soy grosero, solo digo lo que los demas piensan. ",
SI,INESCRUPULOSO,,,MANUAL,"Deberias comer maquillaje, quizas asi tambien eres bella en el interior.",
SI,INESCRUPULOSO,,,MANUAL,"En realidad no soy gracioso, solo soy malo y la gente piensa que estoy bromeando. ",
SI,INESCRUPULOSO,,,MANUAL,Mientras hablabas estaba tratando de entender de donde has sacado la idea de que me importa lo que dices. ,
SI,INESCRUPULOSO,,,TEST,"Todo el mundo tiene derecho a ser estupido, pero tu estas abusando de ese privilegio.",
SI,INESCRUPULOSO,,,TEST,"Siento haberte ofendido cuando te llame estupido, realmente creia que tu ya lo sabias. ",
SI,INESCRUPULOSO,,,TEST,El amor es fuego. Pero nunca se sabe si calentara tu corazon o quemara tu casa. ,
SI,INESCRUPULOSO,,,TEST,Tu inspiras a mi asesino serial interno.,
SI,INESCRUPULOSO,,,MANUAL,Nunca retes a una persona que no tiene nada mas que perder,
SI,INESCRUPULOSO,,,MANUAL,"la mejor forma de librarse de la tentacion, es cayendo en ella!!!",
SI,EXHIBICIONISMO,,,MANUAL,mis acciones son mias y no requiren la opinion de nadie.. Y mi cuerpo es mio y puedo hacer lo que quiera con el�,
SI,EXHIBICIONISMO,,,MANUAL,"que nos vean cual es el problema, el sexo es natural, es normal",
SI,EXHIBICIONISMO,,,MANUAL,el sexo no es pecado… es parte de la naturaleza humana… y amo a la naturalez,
SI,EXHIBICIONISMO,,,MANUAL,que emocion seria mirar esos cuerpos desnudos en una porno jajajaja :),
SI,EXHIBICIONISMO,,,MANUAL,"sin vergüenza, que la vida es una sol",
SI,EXHIBICIONISMO,,,MANUAL,hay que verse bien si queremos llamar un poco mas la atencion,
SI,EXHIBICIONISMO,,,MANUAL,"querelo todo y no estar dispuesto a nada no tiene sentido… a veces hay que exhibirse un poquito, el mundo no es perfec",
SI,EXHIBICIONISMO,,,MANUAL,"a veces es necesario saltarse algunas reglas ""morales"" e ir directamente al objetivo… aqui es justificar los medios, todos saldremos ganando y con un momento de extasis fantastico ",
SI,EXHIBICIONISMO,,,MANUAL,a veces hay que exponerse un poquito para alcanzar grandes cosas,
SI,EXHIBICIONISMO,,,MANUAL,"no hay que desaprovechar las oportunidades :) dejaria de lado la vergüenza y el sentido moralista, y si aceptaria el trato..",
SI,EXHIBICIONISMO,,,MANUAL,"es mejor usar una ropa que seduce, atrae y roba miradas… que verse aburrida ",
SI,EXHIBICIONISMO,,,TEST,"Depende, si hablo con ella y aun asi lo acepta, ademas si ella pide algo a cambio seria un ganar ganar",
SI,EXHIBICIONISMO,,,MANUAL,"yo no obligo nada a nadie, pero si estamos de acuerdo con firmar la escenita xxx por que no??, con una lavadita todo se quita jijiji",
SI,EXHIBICIONISMO,,,TEST,"depende de la situacion, y de las clausulas del contrato xxx jajjaja si todos estamos de acuerdo, porque no hacerlo?? ",
SI,EXHIBICIONISMO,,,MANUAL,"es nuestro cuerpo, y si estamos de acuerdo, no creo que exista problema ",
SI,EXHIBICIONISMO,,,TEST,a veces hay que probar cosas nuevas… si lo har,
SI,EXHIBICIONISMO,,,MANUAL,"si nadie esta obligado, y todos aceptamos el trato, creo que si lo haria�",
SI,EXHIBICIONISMO,,,MANUAL,"depende, si en mi profesion es necesario verse bien, quiza gastaria una parte de la herencia",
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo es hermoso, porque no habria de mostrarlo :)",
SI,EXHIBICIONISMO,,,MANUAL,"me gusta mostrarme tal y como soy, que admiren mi belleza�",
SI,EXHIBICIONISMO,,,MANUAL,"mostrar un poquito de piel no es malo… y con un cuerpazo, estaria de acuerdo ji",
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es parte de la naturaleza humana, y yo amo la naturaleza, ademas si todos estamos de acuerdo no habria problema",
SI,EXHIBICIONISMO,,,MANUAL,"si hay el consentimiento de ambas partes, yo no veo ningun problema en mostarnos sexualmente",
SI,EXHIBICIONISMO,,,MANUAL,"todos salimos ganando, y de paso nos hacemos famosos :) el sexo es natural",
SI,EXHIBICIONISMO,,,MANUAL,"yo si aceptaria, lo tomaria como un desnudo profesional disfrutando del trabajo sexual :')",
SI,EXHIBICIONISMO,,,MANUAL,"el sexo tambien es un trabajo, no hay que denigrarlo… y si no toca, toca!",
SI,EXHIBICIONISMO,,,TEST,mi cuerpo no quiere tu opinion!!!,
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es parte de la naturaleza, y yo amo la naturaleza",
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo no pide tu opinion, dejame tranquila",
SI,EXHIBICIONISMO,,,MANUAL,"yo me visto para mi, porque me encanta mirar cosas hermosas",
SI,EXHIBICIONISMO,,,MANUAL,mi escote no es tu problema,
SI,EXHIBICIONISMO,,,MANUAL,"mercaderia que no se muestra, no se vende ;)",
SI,EXHIBICIONISMO,,,MANUAL,"donde tu quieras mi amor, no importa en que posicion",
SI,EXHIBICIONISMO,,,MANUAL,Pienso que la sexualidad solo es atractiva cuando es natural y espontanea,
SI,EXHIBICIONISMO,,,MANUAL,"Me gusta estar totalmente vestida, o si no totalmente desnuda. No me gustan las medias tintas",
SI,EXHIBICIONISMO,,,MANUAL,quiero que todos vean como mi cuerpo se estremece por tus caricias,
SI,EXHIBICIONISMO,,,MANUAL,besame suavemente y que todos sientan envidia,
SI,EXHIBICIONISMO,,,MANUAL,me encanta esa playa nudista,
SI,EXHIBICIONISMO,,,MANUAL,te gustaria ver mis pezones,
SI,EXHIBICIONISMO,,,MANUAL,"es mi cuerpo y puedo hacer con el, lo que me plazca",
SI,EXHIBICIONISMO,,,MANUAL,"yo si haria una foto con desnudos, ademas es algo profesional",
SI,EXHIBICIONISMO,,,TEST,yo no me averguenzo de mostrar mi cuerpo,
SI,EXHIBICIONISMO,,,MANUAL,"no me da pena de mostrar mi cuerpo, si todos tenemos lo mismo jajajaja",
SI,EXHIBICIONISMO,,,MANUAL,"yo prefiero hacer el amor con la puz encendidad, asi puedes disfrutar de mi la belleza de mi cuerpo jajajajaja",
