v1,v2
NARCISISMO,15k at bellagio today... off to the races
NARCISISMO,"just went paintballing in SD... always a great time!  The bruises go away after a few days, but the memories of capping your friends last a lifetime."
NARCISISMO,"Thanks to the beauty of anythingyouwantdelivery.com ... I have CallOfDuty4MW2 on the way right to my place right now, for just a small delivery charge (along with some Chipotle)... I've been hearing amazing things about it (best fps since Counterstrike)... and I might have to do a little gaming"
NARCISISMO,what a night last night... my liver took one for the team
NARCISISMO,"is on a mission in the gym.  My body is changing daily, and I feel and think better then I have in a while.  Exercise: the only healthy drug!"
NARCISISMO,"is currently reading Fooled by Randomness... Today I put my book down in the midst of a reverie at my airplane window and felt as if my brain were a  bad sieve, realizing that I was bound to forget most of the wonderful things I was reading... If only I could remember everything useful that I've learned and forgotten."
NARCISISMO,does not know anything about the destruction of any RVs outside of Las Vegas in the desert.
NARCISISMO,current favorite song: Chainside - I Would Die For You (Club Mix)
NARCISISMO,back in San Diego for xmas
NARCISISMO,is a relatively short stack going in to day 3 of the Bellagio 15k tourney... about to leave to go play now.
NARCISISMO,finished Fooled by Randomness... it's an excellent book that I would recommend to anyone.  I'm now 80 pages into Chaos by *PROPNAME* and am enjoying it.  Go reading!
NARCISISMO,thinks Backgammon is fun!!
NARCISISMO,"is up a little too early in the morning (9:30AM)... and doesn't know what to do with himself.  I think I'm going to get some quality reading time with Chaos (*PROPNAME*)... btw there is a scale for the quality of your reading (how focused//distracted//tired, etc...), and right now i think my reading will be pretty solid"
NARCISISMO,"is stoked bc a big grocery store, a nice gym, and a pinkberry (best after workout carbs ever..) are all within 1 block of my penthouse in Ipanema.  Not to mention the beach is a few blocks away.  I am about to go to all those places and then the beach... I'm in heaven"
NARCISISMO,"What a beautiful life... my family, my friends... amazing. If I could have one ""genie in the bottle"" wish, not including any kind of life extension, I think I would take perfect knowledge.  i.e., complete knowledge of everything already known and possibly knowable to the human mind (excluding future events)"
NARCISISMO,taking care of last minute business... because tomorrow I'm going to Brazil =)
NARCISISMO,"missed my connecting flight from atlanta to rio last night, i now have to spend 24 hours in atlanta to catch the same flight later today.  it's under freezing here, and i have no long-sleeve tops and a single pair of jeans.  Hello hotel room!  Time for movies!  I think I might be coming down with a cold too... wow, I hope it's a quick one that just goes away."
NARCISISMO,is finally in Brazil after 2 whole days of travelling
NARCISISMO,"just rolled out of bed, not sure what the plan for the day is yet.  but who really cares?  i'm just happy to be going along for the ride"
NARCISISMO,"wow I enjoy watching good movies... just watched ""House of Sand & Fog"", an older movie... excellent.  Emotionally very powerful. And Avatar in 3d on IMAX like a week ago, also excellent but for many different reasons. It is fine with me for a movie to excite your imagination instead of your emotions."
NARCISISMO,back in Vegas... time to make Victory Poker a reality
NARCISISMO,"I think I just spent about 45 hours in the last week playing a video game.  Mass Effect 2 was awesome, but I am glad to have my life back.  Still hitting the gym hard."
NARCISISMO,"wow, I got d-r-u-n-k last night... hangover in full effect.  mike gets in today, and I think we are all going to the lake.  I might actually get a little sun... don't worry I'll have sunscreen =)"
NARCISISMO,wow... mass effect 2 just arrived.  //life
NARCISISMO,R.I.P *PROPNAME*! You and your music will alway be in my heart :(
NARCISISMO,I  walked around whole Sundsvall today and half the way it started to rain.....
NARCISISMO,I'm off to work!! have the evening shift....
NARCISISMO,Have a new IPOD :)
NARCISISMO,Welcome Dinner tonight and I'm the toastmaster :)
NARCISISMO,Have done Zumba for the past 1 hour... a really greate form of workout.. Love it!! :)
NARCISISMO,Have fixed my music library on my laptop... so now everything is in order :)
NARCISISMO,A whole day of shoping and I didn't find a single thing...... hmmmmm
NARCISISMO,My troath hurts :(
NARCISISMO,First day of school wasn't so bad.... Just abit scary ;)
NARCISISMO,Soon on my way to the Bad Taste party.... :)
NARCISISMO,relaxing after yesterdays party :)
NARCISISMO,"Had a home-spa day today, the best thing to do if you want to kill some time when it's raining outside..."
NARCISISMO,I just fell in love with jazz improvisation.. it's so much fun :)
NARCISISMO,Had my first statistics class today and it was so..... hmmm... how should I say it.... messy maybe...  this really gonna be a strange class.....
NARCISISMO,Back home again from the Tallinn Party Cruise.... Tierd but Happy :)
NARCISISMO,Trying to find schools for my C-level paper....
NARCISISMO,From All of Us to All of You a Very Merry Christmas :) !!!!
NARCISISMO,Only 1.5 weeks left of my summer-work then its back to Karlstad again... Looking forward to it.... It starting to get abot boring up here in the north.... ;)
NARCISISMO,"I'm Happy, Happy, Happy, Happy.... Thanks everyone for the nice Birthday wishes I love you all!!!! :D"
NARCISISMO,Motivation = Zero
NARCISISMO,Conflictmanagement are really interesting... I just find out that i'm more like my mother then I thought :)
NARCISISMO,Was on my first voice lesson today... feels good to start singing again... It was a long time ago... but now I'm back on track again ;)
NARCISISMO,I like my life right now... :)
NARCISISMO,"This week, Kelsey gets a LITA STAR for her authorship of ""core char,"" short for core characters of a show, movie, novel, etc., etc.  Thank you Kelsey for your contribution to  ""Great Phrases of our Time."""
NARCISISMO,is drowning in a sea of irrelevance.
NARCISISMO,"today has been rewinding the look Speaker *PROPNAME* gave to Rep. *PROPNAME* last night and has checked back into Leviathan by Hobbes ""the life of man, solitary, poor, nasty, brutish, and short""."
NARCISISMO,September is the January in fashion...
NARCISISMO,Lindsay is back all you freshman bitches!
NARCISISMO,Carlos had a Lita-rrific night at Moustrap last night
NARCISISMO,s love for Lindsay Lohan is just like an investor's commitment to a high performing mutual fund...he's in it for the long-term.
NARCISISMO,I want someone to take me on a giddy stratosphere...
NARCISISMO,love is like cherry pie
NARCISISMO,is a new man
NARCISISMO,is so excited!! His sister is engaged and is getting married in July!!
NARCISISMO,is determined to find the right tattoo and its placement
NARCISISMO,"saw the magnetic fields last night...the show was like ""icecream and orgasms""."
NARCISISMO,"has found another reason not to adopt a child at this time in his life...it's called the movie ""Orphan"".  Check in if you haven't."
NARCISISMO,"Im sorry Jay I should have included you in that pranck as well.  I miss you man.  I was looking at old pics of ""Raised"".  I couldn't have done it without you.  You will always have a special place in my heart"
NARCISISMO,just finished drill...8 people fell out
NARCISISMO,need to do calc
NARCISISMO,grilling with the battalion
NARCISISMO,working on calculus
NARCISISMO,military science III
NARCISISMO,had to move to delta
NARCISISMO,There is no squabbling so violent as that between people who accepted an idea yesterday and those who will accept the same idea tomorrow.
NARCISISMO,back to class
NARCISISMO,battalion level smoke session at 2130
NARCISISMO,"Calc, History, comp, then chem"
NARCISISMO,height and weight test under bravo
NARCISISMO,chem and then im done with classes for the day
NARCISISMO,i hate wednesdays
NARCISISMO,ms III class
NARCISISMO,phone sucks
NARCISISMO,i apologize for my last status no real smoke session took place...im not sure what it was
NARCISISMO,no
NARCISISMO,Dream as if you have forever. Live as if you only have today
NARCISISMO,going to the gym
NARCISISMO,"Think what a better world it would be if we all, the whole world, had cookies and milk about three o'clock every afternoon and then lay down on our blankets for a nap..."
NARCISISMO,"Do not go where the path may lead, go instead where there is no path and leave a trail"
NARCISISMO,parade practice...worst time of the day
NARCISISMO,"He who strikes first, strikes twice."
NARCISISMO,It's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper
NARCISISMO,"anybody who wants to do stx lanes tonight report to delta barracks by 745...full battle rattle..this includes rucksack,lbv with compass and water, dummy rifle, and redlines flashlight..have assault pack in rucksack bring kevlar and pc"
NARCISISMO,going to the gym...hit me up later
NARCISISMO,"Some people walk in the rain, others just get wet"
NARCISISMO,Anyone who can be replaced by a machine deserves to be
NARCISISMO,may have overworked my abs today...feel torn
NARCISISMO,The undertaking of a new action brings new strength
NARCISISMO,going for a long run hit me up later
NARCISISMO,Most people never run far enough on their first wind to find out they've got a second
NARCISISMO,"I like running because it's a challenge.  If you run hard, there's the pain - and you've got to work your way through the pain.  You know, lately it seems all you hear is? Don't overdo it' and? Don't push yourself.' Well, I think that's a lot of bull shit.  If you push the human body, it will respond"
NARCISISMO,The person who says it cannot be done should not interrupt the person doing it.
NARCISISMO,The trouble with being punctual is that nobody's there to appreciate it
NARCISISMO,if you want to be a leader try and act like one
NARCISISMO,"There is genius in persistence. It conquers all opposers. It gives confidence. It annihilates obstacles. Everybody believes in a determined man. People know that when he undertakes a thing, the battle is half won, for his rule is to accomplish whatever he sets out to do."
NARCISISMO,"If I am not for myself, who will be for me? If I am not for others, what am I?And if not now, when?"
NARCISISMO,lunch then going to work out....Any workout which does not involve a certain amount of danger or responsibility does not improve the body - it just wears it out
NARCISISMO,The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are
NARCISISMO,You don't drown by falling in water. You drown by staying there.
NARCISISMO,"If I had to select one quality, one personal characteristic that I regard as being most highly correlated with success, whatever the field, I would pick the trait of persistence. Determination. The will to endure to the end, to get knocked down seventy times and get up off the floor saying, ''Here comes number seventy-one!"
NARCISISMO,".if we wait for the moment when everything,  absolutely everything is ready, we shall never begin"
NARCISISMO,getting smoked tonight
NARCISISMO,"I'm a great believer in luck, and I find the harder I work, the more I have of it."
NARCISISMO,"Your toughness is made up of equal parts persistence and experience. You don't so much outrun your opponents as outlast and outsmart them, and the toughest opponent of all is the one inside your head"
NARCISISMO,going on a run
NARCISISMO,monday..enough said
NARCISISMO,Jealousy is the tribute mediocrity pays to genius.
NARCISISMO,"I long to accomplish a great and noble task, but it is my chief duty to accomplish humble tasks as though they were great and noble"
NARCISISMO,"The average estimate themselves by what they do, the above average by what they are"
NARCISISMO,phones dead
NARCISISMO,"running the course, then to the weight room"
NARCISISMO,"Personally, I don't think there's intelligent life on other planets. Why should other planets be any different from this one?"
NARCISISMO,Since the house is on fire let us warm ourselves
NARCISISMO,going to the qm
NARCISISMO,msc III class..
NARCISISMO,good day...goodnight
NARCISISMO,got my battle rattle ready
NARCISISMO,Education is a progressive discovery of our own ignorance
NARCISISMO,Common sense in an uncommon degree is what the world calls wisdom
NARCISISMO,Executive ability is deciding quickly and getting somebody else to do the work.
NARCISISMO,Those who live by the sword get shot by those who don't.
NARCISISMO,Why did I want to win? because I didn't want to lose!
NARCISISMO,despise the fact i have already been up for almost 3 hours
NARCISISMO,Nothing in the world can take the place of persistence. Talent will not; nothing is more common than unsuccessful men with talent. Genius will not; unrewarded genius is almost proverb. Education will not; the world is full of educated derelicts. Persistence and determination alone are omnipotent
NARCISISMO,The will to win means nothing without the will to prepare
NARCISISMO,"Excellence is an art won by training and habituation. We do not act rightly because we have virtue or excellence, but we rather have those because we have acted rightly. We are what we repeatedly do. Excellence, then, is not an act but a habit."
NARCISISMO,I've got a great ambition to die of exhaustion rather than boredom
NARCISISMO,If life gives you lemons - make grapejuice. Then sit back and let people wonder how you did it.
NARCISISMO,"Since light travels faster than sound,  people appear bright until you hear them speak"
NARCISISMO,"If you can't convince them, confuse them"
NARCISISMO,first free weekend
NARCISISMO,The power of accurate observation is frequently called cynicism by those who don't have it
NARCISISMO,"Far better it is to dare mighty things, to win glorious triumphs even though checkered by failure, than to rank with those poor spirits who neither enjoy nor suffer much because they live in the gray twilight that knows neither victory nor defeat."
NARCISISMO,"Here's to you and here's to me, and I hope we never disagree. But, if that should ever be, to HELL with you, here's to ME"
NARCISISMO,Just because everything's different doesn't mean anything's changed
NARCISISMO,"As it is the characteristic of great wits to say much in few words, so small wits seem to have the gift of speaking much and saying nothing."
NARCISISMO,It doesn't work to leap a twenty-foot canyon in two ten-foot jumps
NARCISISMO,Common sense is instinct.  Enough of it is genius
NARCISISMO,finished ruck run
NARCISISMO,I've always felt it was not up to anyone else to make me give my best
NARCISISMO,chem test
NARCISISMO,Dreams permit each and every one of us to be quietly and safely insane every night of our lives
NARCISISMO,"I'm not the greatest; I'm the double greatest. Not only do I knock 'em out, I pick the round."
NARCISISMO,"If one can stick to the training throughout the many long years, then will power is no longer a problem. It's raining? That doesn't matter. I am tired? That's besides the point. It's simply that I just have to"
NARCISISMO,"It seems rather incongruous that in a society of supersophisticated communication, we often suffer from a shortage of listeners"
NARCISISMO,"If the path less traveled were the easy path, then all would take it, thus making greatness simply average"
NARCISISMO,People demand freedom of speech to make up  for the freedom of thought which they avoid
NARCISISMO,"No matter where you go, there you are"
NARCISISMO,"There is no point at which you can say, Well, I'm successful now. I might as well take a nap"
NARCISISMO,"just got back from rugby and the weight room, going to eat....hit me up later"
NARCISISMO,"Light thinks it travels faster than anything but it is wrong. No matter how fast light travels, it finds the darkness has always got there first, and is waiting for it."
NARCISISMO,It's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper
NARCISISMO,perseverance is more than endurance. it is endurance combined with absolute assurance and certainty that what we are looking for is going to happen
NARCISISMO,"Before you criticize someone, you should walk a mile in their shoes. That way when you criticize them, you are a mile away from them and you have their shoes"
NARCISISMO,It is the characteristic excellence of the strong man that he can bring momentous issues to the fore and make a decision about them. The weak are always forced to decide between alternatives they have not chosen themselves.
NARCISISMO,"I can picture in my mind a world without war, a world without hate. And I can picture us attacking that world, because they'd never expect it"
NARCISISMO,"Motivation is a fire from within. If someone else tries to light that fire under you, chances are it will burn very briefly"
NARCISISMO,Surprise Me
NARCISISMO,Success is not the result of spontaneous combustion. You must set yourself on fire.
NARCISISMO,"If a cluttered desk is the sign of a cluttered mind, what is the significance of a clean desk?"
NARCISISMO,Believing requires action
NARCISISMO,Between two evils i always pick the one ive never tried before
NARCISISMO,"Those who are more adapted to the active life can prepare themselves for contemplation in the practice of the active life, while those who are more adapted to the contemplative life can take upon themselves the works of the active life so as to become yet more apt for contemplation"
NARCISISMO,Where am I?
NARCISISMO,"Thinking is more interesting than knowing, but less interesting than looking"
NARCISISMO,"Man imposes his own limitations, don't set any"
NARCISISMO,"We run, not because we think it is doing us good, but because we enjoy it and cannot help ourselves...The more restricted our society and work become, the more necessary it will be to find some outlet for this craving for freedom.  No one can say, 'You must not run faster than this, or hump higher than that.'  The human spirit is indomitable"
NARCISISMO,"What I must do is all that concerns me. This rule, equally arduous in actual and intellectual life, may serve for the whole distinction between greatness and meanness. It is harder because you will always find those who think they know what is your duty better than you know it."
NARCISISMO,"Restlessness is dicontent, and discontent is the first neccesity of progress"
NARCISISMO,I cannot have survival as my only goal.  That would be too boring.
NARCISISMO,the slower we move the faster we die
NARCISISMO,"One reason we resist making deliberate choices is that choice equals change and most of us, feeling the world is unpredictable enough, try to minimise the trauma of change in our personal lives."
NARCISISMO,"There are four ways, and only four ways, in which we have contact with the world. We are evaluated and classified by these four contacts: what we do, how we look, what we say, and how we say it."
NARCISISMO,Success is often achieved by those who don't know that failure is inevitable.
NARCISISMO,"Workouts are like brushing my teeth; I don't think about them, I just do them.  The decision has already been made"
NARCISISMO,"Leadership is no more confined to process, than writing is to format"
NARCISISMO,"Staying up late reading an analysis of caesars civil war a man who lived by the quote audacity, more audacity, always audacity, his amazing success in life, war, and politics is yet another hwever old testament that fortune trully does favor the audacious a saying that seems to hold more truth with every experience i have"
NARCISISMO,"Everyone is trying to accomplish something big, not realizing that life is made up of little things"
NARCISISMO,not gonna sleep good tonight
NARCISISMO,"No bees, no honey; no work, no money."
NARCISISMO,that was fun
NARCISISMO,"I hate the expression ""What makes him tick.""  It is the American mind, looking for simple and singular solution, that uses the foolish expression.  A person not only ticks, he also chimes and strikes the hour, falls and breaks and has to be put together again, and sometimes stops like an electric clock in a thunderstorm"
NARCISISMO,going to work out..then mapping and setting up stx lanes for tonight hit me up if you want in
NARCISISMO,"Fight one more round. When your arms are so tired that you can hardly lift your hands to come on guard, fight one more round. When your nose is bleeding and your eyes are black and you are so tired that you wish your opponent would crack you one on the jaw and put you to sleep, fight one more round – remembering that the man who always fights one more round is never beaten"
NARCISISMO,"Earlier tonight, I found a picture of Waldo in jail. I didn't think much of it until I realized he was probably a wanted fugitive and that's why he is always hiding"
NARCISISMO,What is opportunity to the man who can't use it?
NARCISISMO,"Dont you find it Funny that after Monday(M) and Tuesday(T), the rest of the week says WTF?"
NARCISISMO,"The truth is that our finest moments are most likely to occur when we are feeling deeply uncomfortable, unhappy, or unfulfilled. For it is only in such moments, propelled by our discomfort, that we are likely to step out of our ruts and start searching for different ways or truer answers"
NARCISISMO,"Read, every day, something no one else is reading. Think, everyday, something no one else is thinking. Do, every day, something no one else would be crazy enough to do."
NARCISISMO,Someday
NARCISISMO,"There is no better time than now. The time to live is now. The time to dream is now. The time to imagine and forget the past is now. The time to shine is now. The time to bleed, sweat, and determine yourself for the things you want most is now."
NARCISISMO,All things are subject to interpretation whichever interpretation prevails at a given time is a function of power and not truth.
NARCISISMO,All change is not growth; as all movement is not forward.
NARCISISMO,stx on friday hit me up if you want in....The greatest potential for control tends to exist at the point where action takes place.
NARCISISMO,Dream Great...Achieve Greatness
NARCISISMO,"Our business in life is not to get ahead of others, but to get ahead of ourselves -- to break our own records, to outstrip our yesterday by our today."
NARCISISMO,"When you aim for perfection, you  discover it's a moving target."
NARCISISMO,"Go to urbandictionary.com, type in your first name, copy and paste this as your status, and put the first entry under your name as a comment."
NARCISISMO,"My alarm clock & I had a fight. It wanted me to get up, I refused. Things escalated. Now I'm awake & it’s broken. Not sure who won the fight"
NARCISISMO,try to learn something about everything and everything about something
NARCISISMO,think..see. ..act...
NARCISISMO,"A failure establishes only this, that our determination to succeed was not strong enough"
NARCISISMO,Don't always think in a straight line
NARCISISMO,We do not rise to the level of  our expectations. We fall to the level of our training
NARCISISMO,"I know many people have faced this issue before, but MIT Graduate Admissions should stop denying the existence of Caltech..."
NARCISISMO,It's creepy how facebook suggests that a certain friend has too few friends.
NARCISISMO,It's really irksome when a grad school application recognizes 'California Institute of Locksmithing' but not 'California Institute of Technology.'
NARCISISMO,"Contra Costa County is now recruiting prison cooks at Caltech.  I didn't know they needed prison cooks that badly.  Besides, there's probably a 3.5 GPA requirement somewhere..."
NARCISISMO,"We consider a pure gas composed of rigid, nonattracting spherical molecules of diameter d and mass m, and the number density (number of molecules per unit volume) is taken to be n."
NARCISISMO,"Apparently ""California Institute of Technology"" is too long a name for MIT Graduate Admissions."
NARCISISMO,"The moral of Ninja Assassins: if you're ever attacked by black pajama-clad assassins, your only chance of survival is riding in a Volkswagen Eos."
NARCISISMO,"I love how Techers are always tagged as ""The Smart One."""
NARCISISMO,told the guy behind the fish counter to gut a catfish by mimicing longitudinal write slices.
NARCISISMO,Fun( baiting Russian trolls) > Fun( baiting generic trolls)
NARCISISMO,"What's this song I'm hearing on the radio with sirens, screams and gunshots?  Oh right, it's ""Santa Claus is Coming to Town."""
NARCISISMO,"Good thing Caltech doesn't have a front gate; otherwise, someone would write ""Wirklichkeit Macht Frei"" on top."
NARCISISMO,"My family now has 1 car//person, down from 1.25 cars//person."
NARCISISMO,"The AeroPress is back in business.  America, fuck yeah!"
NARCISISMO,My 2005 *PROPNAME* has a ridiculously sharp throttle response.  I wonder if it has anything to do with the unintended acceleration problems...
NARCISISMO,wonders why engineers are overrepresented in terrorist organizations.
NARCISISMO,"Mass Effect 2: It's nice to see that the Nigerian 419 scam is still going strong in 2184, this time with Batarians trying to recover quarantined Prothean artifacts."
NARCISISMO,I don't know why new car dealers in Houston insist on all-season tires on all their products.  We have snow one day every 3 years!
NARCISISMO,"Note to 'The Wildlife Fund': Fuck you, stop pestering me about your $500 'donation' to my nonexistent 'zoo'."
NARCISISMO,"Dear BioWare: Dragon Age is a wonderful and entertaining game, but epic fail on the load times.  At least make the wait entertaining.  Instead of blood tracks on a map (or awkward elevator rides), how about a 2D hack 'n slash minigame?"
NARCISISMO,"Southern rap: oh, the amazing things you can do with a minimalist palette of shouts, chants, and grunts."
NARCISISMO,Stanford says no. :(
NARCISISMO,I need new pictures all of mine are old
NARCISISMO,I am a filthy swine
NARCISISMO,Today was the *PROPNAME*'s B day :( R.I.P.
NARCISISMO,"thinks that it is impossible to be TOO heavenly minded. Watch. Those who are ""too heavenly minded"" will do the greatest good here."
NARCISISMO,A prospering tree does not eat it's own fruit. A prospering tree produces fruit that others might eat.
NARCISISMO,"""knowledge without repentance will be but a torch to light your way to hell"""
NARCISISMO,"Hallelujah! Hallelujah! Holy! Holy! Are you Lord God almighty! Worthy is the Lamb, worthy is the Lamb that was slain! Unto you be all glory and honor and praise! May my life bring glory to your name :)"
NARCISISMO,is praying hard to be just one who scatters seed on the earth.
NARCISISMO,wonders at the absolute absurdity of man's hatred...Christ summed up all the goodness we are capable of in two commands...none of us even follows just one of them.
NARCISISMO,"says happy fathers day! In honor of my heavenly Father, who's never forsaken me or let me down. May you ever be praised, Dad :)"
NARCISISMO,Is going completely insane with anticipation :) T-minus 24 hours til *PROPNAME*'s arrival in Nashville!
NARCISISMO,God is faithful to His word and to those to whom He has given it
NARCISISMO,"An awakening? Lord awaken the sleeper. Let our eyes burst open to the rising light of Your Spirit. Let Your mercy wash us and let Your holiness mold us into the image of Your Son. Break us with fire and build us from the ashes. Come to life you dry, old b"
NARCISISMO,"An awakening? Lord awaken the sleeper. Let our eyes burst open to the rising light of Your Spirit. Let Your mercy wash us and let Your holiness mold us into the image of Your Son. Break us with fire and build us from the ashes. Come to life you dry, old b"
NARCISISMO,"Whatever good I do comes not from me. Goodness is of God, and through me He chooses to make His power known. Thank You, Lord."
NARCISISMO,"is being conformed to the image of Christ. Do you want to be like Jesus? Then you must learn something...you must learn how to love someone who does not meet the conditions. It's not easy, but it's not impossible."
NARCISISMO,Lord let your glory fall as on that ancient day. Let it fall on both of them. Let your grace be made known eternally and mightily.
NARCISISMO,"When paul says ""I can do all things through Christ who strengthens me""...I think, ""I can do nothing without You, dear Jesus, who strengthens me"""
NARCISISMO,hungers and thirsts for righteousness.
NARCISISMO,"Truly knows so little. Thank You, Oh Lord, that You are wise and You are mighty. Thank You, Lord, that Your grace knows no limits or bounds. I pray You're will be done here on earth as it is in heaven and that we give You glory with our lives."
NARCISISMO,is. Learning to be at peace and just be is harder than it should be ;). Lord you are. You just ARE. Teach me to be like you. Teach me to be.
NARCISISMO,"will gladly boast in his weaknesses. When I am weak, then He is strong. Your might, oh Lord is endless. Please cover over me. Please cover over your beloved..Lest we  all fall in overwhelming shame under the weight of our imperfections."
NARCISISMO,"let me be one who leans on his staff in the last days...broken and weak, and in that weakness let me lift my hands in honor and praise to He who saved me by His own merit. Thank You dear Father who makes His goodness known in me. May You be glorified."
NARCISISMO,"is a tax collector who standing afar off would not even raise his eyes to heaven. I pray, ""God, be merciful to me, a sinner."""
NARCISISMO,"stop regarding men. What account is he? --isaiah 2:22.. We are nothing more than a nose-full of breath. Oh man, how frail are you? Why do you expect regard? Why do I?"
NARCISISMO,"is a deer panting for your living water. I thirst for the living God and in my thirst I need your rest. Precious Lord, carry me for even at my strongest I lack the strength to stand on my own. Amen"
NARCISISMO,"Gimme your eyes for just one second. Gimme your eyes so I can see. Everything that I keep missin, gimme your love for humanity. Gimme your arms for the broken-hearted, the ones that are far beyond my reach..."
NARCISISMO,"Jesus. You're the lover of my soul. Jesus. I will never let you go. You've taken me from the mirey place; set my feet upon the rock, and now I know..."
NARCISISMO,"is excited her :D For serious, that's all i can think about"
NARCISISMO,"Because you, oh Lord, are He who created all things, sustains all things, and knows all things. All things came from you, are of you, and will return unto your breast from whence they came. Blessing and honor and glory to you, oh Father. This is the song of my spirit...praising its origin. You. My God."
NARCISISMO,"is excited to see her :D For serious, that's all i can think about"
NARCISISMO,"Lord, be my portion. Christ trusted you to provide all the help He ever needed. Let me do the same."
NARCISISMO,"loves being broken. It means I fought hard and didn't give up. I'll wrestle with you, oh God of Jacob, and I won't let go."
NARCISISMO,thinks its a kind of non-funny cosmic joke that if he really ever does defeat pride...he will find himself proud of his humility. :P Good call *PROPNAME*
NARCISISMO,"Let me know you more deeply and truely, oh Lord. There are none who know you completely, and so I pray that YOU show me. Your ways are perfect and I want my life to sing your praise. Let me walk with love, joy, peace, patience, kindness, goodness, gentleness, and self-control. Against such things there is no law."
NARCISISMO,"Dude, I'm freaking engaged! To the sweetest angel of a fiance ever! Thank you Lord for your love through this woman :D"
NARCISISMO,"is anxiously attached. I don't know how to ask for help. And I don't know how to accept it. ---i'll drag my own intestines back to dyer, thank you very much."
NARCISISMO,"""hope in a wasteland of faith; stone figures hewn down; blood flowing through ancient sewers"""
NARCISISMO,"I can't remember when the earth turned slowly...so i'll just wait here with the lights turned out again. I lost my place, but I can't stop this story. I'll find my way, but til then I'm only...spinning"
NARCISISMO,Lord please bless our time together. Its so difficult to go so long without being with the treasure You have graced my life with. I pray that you bring her to me safely and that I pursue her well.
NARCISISMO,This will probably take a good long while to get used to :) I think I'm still in shock. Haha. I have a fiance. Wow. And not just any fiance; I am pursuing the pearl of great value :D
NARCISISMO,"Everlasting, Eternal One, Zealous Conqueror, Creator, Sustainer, Almighty...how can I appeal to your highest pleasure. What can I bring to you that you do not already have? Vanity. Even to define my mission as one to bring you glory is utter foolishness. What can I lift up with these dirty hands? What can I sing with defiled lips?"
NARCISISMO,is waiting on the Lord this morning
NARCISISMO,"To understand how ridiculously excited I am to see my fiance, you must first win the lottery, do somersaults, run a hundred miles effortlessly, wake up to birds chirping, eat a super-yummy meal, and be addicted to oxygen...then you might get close to scratching the surface. Maybe"
NARCISISMO,is examining himself. 2 Cor 13:5. Testing himself to see if he is in the faith. Work out your salvation with fear and trembling for it is God who works in you to will and to act according to His good purpose. Phillipians 2:12-13
NARCISISMO,"we're goin down down in an earlier round...a loaded god complex is pointed right at us. Lord, please be God here. Please bless our hearts of love"
NARCISISMO,bring on this semester :) What fun things will I learn?? Only God knows :) ..someone's always missing from this campus though.. last term without her...sigh*
NARCISISMO,is with his darling...oh what simple things many take for granted. Thank you Lord for your gift of life. Thank you Lord for *PROPNAME* :)
NARCISISMO,"""I know what lies beyond this life for me is already won. No one can take away the blood that covers over my bones. Without the blood of perfect life I know I'm nothing at all."""
NARCISISMO,"is not with his darling anymore :( sad day(s)...Lord, be my sustanence as you always are. Especially now that much of my joy is 700 miles away from me. I love you *PROPNAME*, and I miss you!"
NARCISISMO,"""We are the sons of holy wrath,A shining light in the darkThe ones who walk amongst despair,No sign of fear in our hearts"""
NARCISISMO,"6am on a saturday is far to early to drag one's self out of bed...ugh, God thank you for this morning..even though I'd like to be sleeping it away...It really is a beautiful morning :)"
NARCISISMO,"What makes people happy? Apparently we really suck at knowing what makes us happy. Its a measurable, replicable scientific fact. I dunno why that strikes me funny. lol. Lord, teach us to be joyful in you."
NARCISISMO,"I don't know how it all works. I don't know why. I don't know how. I just am who you made me. I have what you gave me. Let me be yours. Please take all I have as yours. Let me be holy and of you. I desire for my life to boil your vapor from my skin forever. Burn everlasting flame. Flinted face, calloused knuckles, and grinding teeth...my best. That's what you got."
NARCISISMO,"""I believe the world is burning to the ground. Oh well, I guess we're gonna find out""--How far have we come, Lord? Let us make the most of the time we do have here. We waste TOO much time on so many things that don't matter. Its not worth it. Really."
NARCISISMO,"life never seems to stop changing. Its crazy to think college is almost over. Wow. Lord, please guide the steps of my life as it is so formless yet traced before me."
NARCISISMO,"Dude, its freaking snowing!!!!! Yay!!!! Let's play in it!"
NARCISISMO,"""I gotta feelin. Woohoo...that tonight's gonna be a good night"" :) I like it when prayer's answered sweetly and things work out well. Thanks God :)"
NARCISISMO,So much to say. So much to do. So much to be. So little time. 24 hours is already to small an amount of time. Its hard to be without you.
NARCISISMO,"Does it really take cancer or death to bring us to have a heart for our family? Really? Lord, at this rate, it'll take You coming on the clouds, blowing our minds and shaking us from our complacent lives...complacent in the daily grind. Complacent in our justifiable self-pity. Complacent in our self-centeredness. It'll take You to show us how wrong we all are."
NARCISISMO,has walked a thousand miles with grace so far. I could walk like this forever...Jesus how can you be so good to me?? May you be praised in every step I take. Always
NARCISISMO,"""I believe it all is coming to an end. Oh well, I guess we're gonna pretend"". Ever feel like a five-year-old who is content to cover his//her eyes to feel safe and secure? If I can't see you, you can't see me..lol..I want us all to stop ignoring the important things. They won't go away if you ignore them. I promise."
