RASGOS,COMENTARIOS,,,,,,,,,
PRETENSION,Mi complejo de superioridad es mejor que el tuyo.,,,,,,,,,
PRETENSION,Mi opinión sobre la pregunta es que a pesar de cómo podemos ser lo importante es amarnos como somos,,,,,,,,,
PRETENSION,"Muy cierto, si me voy me recuerda por algo bueno que hice",,,,,,,,,
PRETENSION,"Ni siquiera el dinero quita el naco, no el idiota de la escuela",,,,,,,,,
PRETENSION,"No debemos desperdiciarlo si un dicho dice no dejar para mañana lo que usted puede hacer hoy, ya que estamos pasando en este mundo dejar algo con lo que nos recuerdan.",,,,,,,,,
PRETENSION,No dejes que el tiempo nos gane y haz todo lo que nos hace felices.,,,,,,,,,
PRETENSION,"No me importa lo que pienses de mí, a menos que pienses que soy genial.",,,,,,,,,
PRETENSION,"No necesito atacar a nadie, sólo con mi presencia me lastimé amargamente la vida del otro.",,,,,,,,,
PRETENSION,"No soy una opción, soy una oportunidad tremenda",,,,,,,,,
PRETENSION,"Nuestra imagen debe tener cuidado todos los días para verse bien no sólo para presumir o algo sólo para sentirse bien sobre nosotros mismos y la moda no es malo, siempre y cuando seamos humildes todo sería",,,,,,,,,
PRETENSION,Porque tienes que amarte a ti mismo como eres no importa lo que los demás piensen o piensen,,,,,,,,,
PRETENSION,"Sobrepeso no es un impedimento para verse bien, lo importante es el estilo y la imagen que desea proyectar",,,,,,,,,
PRETENSION,"Soy lo que soy, tierra firme mantengo mi espalda recta y mi mirada hacia el frente... nota mi fuerza y belleza!!",,,,,,,,,
PRETENSION,Tenemos que aprovechar cada momento y hacer todo lo que nos gusta de una manera positiva para dejar una buena memoria.,,,,,,,,,
PRETENSION,Toma cada oportunidad y muéstrale al mundo lo que hiciste.,,,,,,,,,
PRETENSION,"Una buena imagen le ayudaría mucho, así como la educación.. Y con el amor propio es aceptarse como usted es no importa si usted tiene sobrepeso o no.",,,,,,,,,
PRETENSION,"Una cosa es lucir bien y otra sentirse bien, puedes estar de moda y vestirte bien pero aún así no te garantiza estar bien contigo mismo",,,,,,,,,
PRETENSION,"Una de las maneras de empezar a amarse a sí mismo con sus virtudes y defectos es tener amor propio, por supuesto la imagen que damos para mostrar en nuestro círculo social es importante, pero lo esencial aquí es la esencia que es lo que atrae a una persona.",,,,,,,,,
PRETENSION,Usted tiene que tomar ventaja de cada momento para hacer su mejor,,,,,,,,,
PRETENSION,"Vestir está bien, pero estar de moda no define quién eres, lo que haces o lo que puedes hacer, el amor propio va más allá de las apariencias.",,,,,,,,,
PRETENSION,"Vestirse de moda no significa necesariamente amor propio, creo que es más bien cariñoso y querer verse bien para ti mismo, por lo que demostramos varias cualidades que no se denotan en una persona que no se preocupa por él / ella.",,,,,,,,,
PRETENSION,¡Debemos usar todo y ser recordados como un grande!,,,,,,,,,
PRETENSION,¡Es importante dejar rastros de amor en la gente que conocemos en nuestra vida!,,,,,,,,,
PRETENSION,"¡Por supuesto que hablo solo, a veces necesito la opinión de un experto!",,,,,,,,,
PRETENSION,"¿Muchos, peores que yo? ¿Millones, pero como yo? ¿Nadie?",,,,,,,,,
PRETENSION,"Ayudar al prójimo de corazón, ser referencia de trabajo y admiración...",,,,,,,,,
PRETENSION,Cada buena acción de nuestra vida debe ser digna de recordarla para nosotros mismos y como ejemplo para los demás.,,,,,,,,,
PRETENSION,"Cada día que hacemos historia, la pregunta es, ¿qué tipo de historia?.... Debe ser uno digno de recordar :)",,,,,,,,,
PRETENSION,"Cada persona lleva diferentes paradigmas cuando se habla de amor propio si ese individuo se siente bien en vestirse de moda, porque seguir haciendo lo que no sería correcto es hacerlo sólo para complacer esos estereotipos de la sociedad.",,,,,,,,,
PRETENSION,"Creo que las mujeres son muy fuertes, en pequeños problemas somos autosuficientes, ahora si es algo difícil de hacer frente que trataría de ayudar",,,,,,,,,
PRETENSION,"El amor propio combina una serie de cuestiones tales como la autoestima, la confianza, la seguridad y la aceptación. Se trata de saber y aceptar quiénes somos o quiénes queremos ser y apuntar a ello.",,,,,,,,,
PRETENSION,"El amor propio es importante, así como la educación.",,,,,,,,,
PRETENSION,El amor propio es más que la moda y lo más importante es la educación.,,,,,,,,,
PRETENSION,"El éxito es gustarte, gustarte lo que haces y gustarte cómo lo haces.",,,,,,,,,
PRETENSION,El éxito no tiene secretos. ¿Alguna vez has conocido a una persona exitosa que no te lo cuente?,,,,,,,,,
PRETENSION,El hombre debe pagar por cortesía..,,,,,,,,,
PRETENSION,"El mundo es engañado pensando que la imagen perfecta de una persona representa su forma de ser, no es, la moda en sí misma representa cómo uno se alista y tiene éxito en demostrar su verdadero ser y amarse a sí mismo, y ser auténtico.",,,,,,,,,
PRETENSION,"En mi opinión, la autoestima es un sinónimo de autoestima, ya que dependemos de ella para nuestra estabilidad emocional.",,,,,,,,,
PRETENSION,Es mejor ser recordado que olvidado.,,,,,,,,,
PRETENSION,Es un hermoso día para que me dejes en paz.,,,,,,,,,
PRETENSION,"Estar de moda no debería ser necesariamente nuestra prioridad, sin embargo, vestirnos bien y cuidar nuestra imagen nos ayudaría a sentirnos cómodos con nosotros mismos.",,,,,,,,,
PRETENSION,"Estar de moda no es una prioridad, mirar bien no define nuestra educación sólo nos da una buena imagen.",,,,,,,,,
PRETENSION,"Estoy completamente de acuerdo, en primer lugar nosotros o nosotros mismos.",,,,,,,,,
PRETENSION,"Estoy de acuerdo, ser historia con nuestras acciones y nuestro trabajo",,,,,,,,,
PRETENSION,"La imagen que te define son tus valores!!... la moda representa seguir los estereotipos sociales que te hacen parte de la cantidad, personalmente tu imagen debe reflejar lo que te hace único, tu honestidad, tu bondad o simplemente el hecho de respetar a los demás.",,,,,,,,,
PRETENSION,"La imagen sólo sirve para dar primeras impresiones de las cuales muchos basan su juicio en ti, pero eso tampoco define que eres más que una imagen y supongo que debes cuidar mucho más otros aspectos de la vida sin descuidar tu imagen o bien",,,,,,,,,
PRETENSION,"Le dije a mi madre que debía aceptar sus errores, y abrazarme.",,,,,,,,,
PRETENSION,Me amo tanto que no hay lugar en mí para otra persona,,,,,,,,,
PRETENSION,"Me encanta la forma en que soy, y es muy malo si el resto no me gusta.",,,,,,,,,
PRETENSION,Mi casa es más grande que la tuya.,,,,,,,,,
PRETENSION,"Mi familia debería entender, pero si es una buena oportunidad",,,,,,,,,
PRETENSION,"No entiendo a las personas que son felices y todavía no me conocen, ¡¡realmente no lo entiendo!!",,,,,,,,,
PRETENSION,"No es presumir, pero en realidad soy un capricho de la perfección",,,,,,,,,
PRETENSION,"No es pretensión, pero si quiero que me recuerdes, todo lo bueno y lo malo que podría haber hecho en mi vida.",,,,,,,,,
PRETENSION,"No por vestirse de moda significa que una persona tiene educación y valores, aquí se puede destacar la frase de no todo es, lo que parece ser. Por el contrario, la educación siempre debe ser prioridad.",,,,,,,,,
PRETENSION,"No porque la moda es algo efímero, sino que la educación valora que si es específica para cada persona.",,,,,,,,,
PRETENSION,No presumas haber sido el primero en mi corazón si no fueras lo suficientemente inteligente para ser el último,,,,,,,,,
PRETENSION,No soy lo que esperabas porque soy más de lo que estabas buscando.,,,,,,,,,
PRETENSION,"No soy raro, soy de edición limitada.",,,,,,,,,
PRETENSION,Nunca he amado a nadie de la manera que me amo a mí mismo. Es por eso que nadie me ha hecho sufrir..,,,,,,,,,
PRETENSION,"Obviamente no soy normal, si lo es, sería como tú, común y ordinario.",,,,,,,,,
PRETENSION,Ojalá me recordaras con amor y afecto.,,,,,,,,,
PRETENSION,"Para dejar un buen legado, estoy de acuerdo...",,,,,,,,,
PRETENSION,"Para ser recordado como una gran persona, y que los reconocimientos se me dan en la vida, que sería el mejor! :) :)",,,,,,,,,
PRETENSION,Para ser recordado es ser gente grande con actos de amor,,,,,,,,,
PRETENSION,"Para verse bien es un reflejo de amor propio, no es necesario estar de moda es suficiente mirar bien físicamente como mentalmente, y con eso uno se siente bien consigo mismo una manera de demostrar amor propio que tenemos.",,,,,,,,,
PRETENSION,"Para verse bien no es llevar con usted lo mejor, o caro. una persona que se ve bien denota muchas cualidades a destacar como, orden, alta autoestima, aceptación por su físico, entre otros, por supuesto que está vinculado a la educación.",,,,,,,,,
PRETENSION,"Para verse bien, presentable cuando mucho es importante porque es la primera impresión que otros tienen de nosotros, no significa que la moda es una prioridad, con la que nos sentimos bien y lo suficientemente cómodos, nuestra educación siempre será más importante.",,,,,,,,,
PRETENSION,"Pensar en el amor propio es una limitación que sólo puede ser vista y estigmatizada por cada ser, tomando la imagen como un ejemplo, no vestir bien la sociedad tendría la conclusión precisa de que me amo a mí mismo cuando en realidad puede ser lo contrario.",,,,,,,,,
PRETENSION,Podría ayudarla a ver que si yo fuera mejor que ella jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,,,,,,,,,
PRETENSION,"Por supuesto quiero que me recuerdes, para reír cuando piensas en mí :) :)",,,,,,,,,
PRETENSION,"Por supuesto, deje que la gente hable, y hable bien de mí... sea una referencia de trabajo y profesionalidad.",,,,,,,,,
PRETENSION,"Que mi vida sea una historia, y que todos me recuerden",,,,,,,,,
PRETENSION,"Si puedes hacerme reír, puedes hacerme hacer cualquier cosa por ti.",,,,,,,,,
PRETENSION,"Si, es muy importante, nos ayuda a dar una buena presentación a cualquier lugar donde vamos.",,,,,,,,,
PRETENSION,"Sí, hoy en día la imagen es la primera cosa que vemos, pero debemos ir más allá y realmente conocer a la gente. Físico no es todo.",,,,,,,,,
PRETENSION,Soy un lujo que no puedes permitirte...,,,,,,,,,
PRETENSION,"Soy un lujo, y sé bien lo que valgo",,,,,,,,,
PRETENSION,Tienes razón en que amarte a ti mismo es lo más importante.,,,,,,,,,
PRETENSION,Todo es válido en esta vida.,,,,,,,,,
PRETENSION,"Trataría de encontrar la mejor opción, obtener mi éxito y hacerlos parte de ella.",,,,,,,,,
PRETENSION,"Un amor propio que nos ayuda a adaptarnos con nuestro propio cuerpo. No todo está de moda porque un vestido no hace a la persona, impones tu propia imagen, como cuando estudias das tus propias opiniones.",,,,,,,,,
PRETENSION,"Vestir bien, arreglar algo de ti que no te gusta es dar placer al mundo, primero aceptar como eres, como te ves a ti mismo, la educación que recibes en tu hogar, las enseñanzas que tus padres te dan, es lo que da valor a tu vida, por lo que te amarán.",,,,,,,,,
PRETENSION,"Vestir en la moda no es necesario ser complaciente sobre ti mismo y no tener autoestima, para tratar de sentirse bien si usted tiene sobrepeso o no, lo principal es amarte y aceptarte como eres.",,,,,,,,,
PRETENSION,Y dejar un legado que inspira a la gente más cercana a ti,,,,,,,,,
PRETENSION,"# Amarme es fácil, olvidar es imposible #",,,,,,,,,
PRETENSION,A los que hieren mi felicidad para ser superados con su fracaso,,,,,,,,,
PRETENSION,Consiste en aceptarse como usted es y hacer que su autoestima crezca día a día para convertirse en una persona segura de sí mismo y ser capaz de avanzar.Estar de moda es una tendencia y no todos deben ser como es algo opcional en cada persona.,,,,,,,,,
PRETENSION,"Creo que amarse a sí mismo dependerá de la seguridad personal, independientemente de las críticas basadas en estándares sociales.",,,,,,,,,
PRETENSION,"Creo que el amor propio es lo más importante que una persona puede tener; es amarse a sí mismo con todas nuestras cualidades y defectos, porque lo principal es sentirse bien con nosotros mismos sin importar las opiniones de los demás.",,,,,,,,,
PRETENSION,"Creo que el amor propio es lo más importante, y es el reflejo de cómo es la relación que tenemos para nosotros mismos, hacia nuestra física, personalidad, carácter, actitudes y comportamientos.",,,,,,,,,
PRETENSION,"De hecho, prefiero conocer cada país del mundo y terminar llorando en Europa en lugar de llorar aquí.",,,,,,,,,
PRETENSION,Deja ir a él que no se siente afortunado y bendecido de tenerme en su vida.. No estoy interesado.,,,,,,,,,
PRETENSION,"Egoísta o egocéntrico, puede ser delimitado a esos dos pendientes. Desear ser recordado podría venir de una necesidad insaciable de atención Al final, uno es recordado por sus actos desinteresados o sus actos maliciosos.",,,,,,,,,
PRETENSION,El amor propio abraza más que la moda y no lo considero tan importante como la educación.,,,,,,,,,
PRETENSION,"El amor propio debe ir más allá de las normas impuestas por la sociedad, es decir, no está definido por su peso, tamaño o forma de vestir. El amor propio debe reflejarse en nuestra autoestima y aceptación de nosotros mismos.",,,,,,,,,
PRETENSION,"El amor propio es amarse a sí mismo como somos, la imagen es importante independientemente de la clase social, física, ya que la imagen es su carta de presentación a la sociedad",,,,,,,,,
PRETENSION,"El amor propio es autoestima, auto-aceptación por lo que es, basado en nuestros comportamientos y actitudes, y no es necesario estar de moda para parecernos a lo que no somos. Depende del momento en que la gente adecuada venga a tu vida.",,,,,,,,,
PRETENSION,"El amor propio es la cosa fundamental para cada persona, teniendo que él se sentirá confiado de sí mismo y no dará importancia a los comentarios que afectan la ejecución de su día a día.",,,,,,,,,
PRETENSION,"El amor propio es lo más importante, te hace sentir más confiado sobre ti mismo y eso se refleja en tus acciones.",,,,,,,,,
PRETENSION,"El dinero es a menudo un medio que nos aleja de la realidad y nos hace perder en un espacio sin fin, mejor disfrutar de su momento con las pequeñas cosas que la vida te trae",,,,,,,,,
PRETENSION,El dinero no es felicidad pero prefiero llorar en un ferrari XD,,,,,,,,,
PRETENSION,"El dinero no puede comprar amigos, pero si usted puede conseguir una mejor clase de enemigos.",,,,,,,,,
PRETENSION,"El dinero usted sabe un medio indispensable pero si es necesario y usted tiene que saber cómo usarlo y disfrutar de la que usted puede, pero es las cosas pequeñas que en realidad llenan uno con la felocidad",,,,,,,,,
PRETENSION,"El que dice que la perfección no existe, es porque no me conoce :)",,,,,,,,,
PRETENSION,"Es una pena, Jijji.",,,,,,,,,
PRETENSION,"Estar de moda no siempre es posible, sin embargo, puedes considerar tener un estilo propio. Cuidar de nuestro cuerpo es tan importante como podemos tomarlo como un acto de amor propio.",,,,,,,,,
PRETENSION,"Hoy la imagen que presentamos es muy importante, pero es más importante amarse a sí mismo y ser conscientes de que como sentimos es más importante ir el resto de las críticas de la sociedad.",,,,,,,,,
PRETENSION,"La autoestima también es salud, aceptando como uno es, pero si el sobrepeso es una falta de una dieta equilibrada, y eso es descuido.",,,,,,,,,
PRETENSION,"La imagen de una persona es importante ya que demuestra el cuidado y la personalidad de la persona. Puede ser considerada tan importante como la educación, pero no es una prioridad.",,,,,,,,,
PRETENSION,"La imagen es muy importante tanto como la educación, porque no sirve de nada tener educación sin una buena imagen, y con respecto al sobrepeso no debe ser un impedimento para llevar una buena imagen, porque la gente debe aceptarnos como somos.",,,,,,,,,
PRETENSION,La imagen muestra mucho de lo que hablar,,,,,,,,,
PRETENSION,"La imagen personal es muy importante, es algo que debemos cuidar independientemente de nuestra edad, hablando de amor propio esto siempre debe basarse en lo que queremos llegar a ser no como otros quieren que seamos.",,,,,,,,,
PRETENSION,"La imagen si es muy importante para usted como la educación, y si tenemos sobrepeso amor propio es que usted tiene que amarse a sí mismo como es no importa lo que otros dicen",,,,,,,,,
PRETENSION,"Las cosas materiales tienen relevancia, pero la plenitud del espíritu no tiene precio.",,,,,,,,,
PRETENSION,"Lleno, yo también prefiero ser un millonario triste para estar triste con Gucci",,,,,,,,,
PRETENSION,"Me gusta ser presumido, allí esconden el feo jijiji",,,,,,,,,
PRETENSION,"Me gustaría ponerme en tus zapatos, pero son tan feos y ordinarios...",,,,,,,,,
PRETENSION,No creas todo lo que te dicen de mí. A veces soy peor. No estoy mintiendo. Soy un ángel.,,,,,,,,,
PRETENSION,"No creo en el ungüento divino, soy el ungüento divino :) :) :)",,,,,,,,,
PRETENSION,No hay nada peor en la vida que ser ordinario.,,,,,,,,,
PRETENSION,"No sirve de nada tener dinero en los bolsillos y la cabeza llena de resentimiento, problemas, etc. La felicidad es el motor para conseguir lo que queremos. :))",,,,,,,,,
PRETENSION,"No tienes que sentirte mal cuando alguien nos rechaza, la gente generalmente rechaza lo caro porque no puede permitírselo.",,,,,,,,,
PRETENSION,"Nuestra manera de vestir dice mucho acerca de nuestra personalidad, hay días que te sientes como una diosa con los trapos habituales, pero en otros, usted debe darse un poco de brillo para elevar su autoestima. Si la imagen importa mucho, pero no tanto como la educación",,,,,,,,,
PRETENSION,Parecer bueno es cuidarse y aceptarse a sí mismo más allá de la moda o el que dirá lo importante es tener esa paz de saber que me amo a mí mismo sin importar nada.,,,,,,,,,
PRETENSION,Por supuesto que es importante la imagen como educación porque tenemos un gran bienestar hacia nosotros mismos y no sería útil para nosotros tener mucho conocimiento si no sientes amor propio.,,,,,,,,,
PRETENSION,Prefiero deslumbrarme con mi presencia que verme aburrido...,,,,,,,,,
PRETENSION,Prefiero ser millonario y triste para darme mis lujos y tener una buena vida,,,,,,,,,
PRETENSION,Prefiero ser millonario y triste para disfrutar de lujos,,,,,,,,,
PRETENSION,"Si es importante, dependiendo del punto de vista de cada uno, ya que debemos preocuparnos por nosotros mismos pero siempre viendo lo que es cómodo para nosotros, no lo que otras personas quieren para nosotros.",,,,,,,,,
PRETENSION,"Siempre debemos sentir amor por nosotros mismos, es lo primordial en todo lo que hacemos, lo que también implica llevar una buena imagen, la gente puede hablar, pero mientras estemos seguros de nosotros mismos no hay nadie que nos detenga.",,,,,,,,,
PRETENSION,"Siempre es importante mantener la esencia de uno mismo, pero también es bueno tener una buena imagen, porque ayuda a la gente a sentirse más apegada a ti. No olvidemos que la actitud y el amor propio hacen mucho más que un equipo.",,,,,,,,,
PRETENSION,"Sin amor propio no somos nadie, porque el amor propio nos hace uno, sin él sólo seríamos copias de estereotipos de personas que dicen ser el perfecto, que no es vivir, que mejor que ser feliz con tus defectos que te hacen especial.",,,,,,,,,
PRETENSION,Tener amor propio debe ser una prioridad en nosotros para estar cómodos con nuestro físico y sobre todo para la persona maravillosa que somos y debemos mirar bien a las otras personas y estar de moda no debe ser una prioridad.,,,,,,,,,
PRETENSION,"Tengo mucho amor propio, es algo en lo que he trabajado en años, pero no estoy interesado en estar de moda o seguir influencias de otros. Soy un ser único e irrepetible, a quien debo amar primero para amar a los demás.",,,,,,,,,
PRETENSION,"Yo considero que el dinero complementa nuestras comodidades para disfrutar el de valor incalculable. Es importante pero no enumerar nuestra prioridad, el depresivo prefiere ser pobre que millonarios",,,,,,,,,
SUPERIORIDAD,que bruto que eres!! Siempre lo mismo contigo,,,,,,,,,
SUPERIORIDAD,Dejar una huella en el mundo para que te recuerden por las cosas grandiosas que has hecho es señal de que hiciste algo bueno con tu vida,,,,,,,,,
SUPERIORIDAD,Uno deja el legado que quiera,,,,,,,,,
SUPERIORIDAD, sin duda alguna los hombres deben pagar.,,,,,,,,,
SUPERIORIDAD,"El hombre pero si la mujer decide apoyar, los dos ",,,,,,,,,
SUPERIORIDAD,"en mi caso como hombre yo pagaria , pero si ella tiene delicadeza de pagar lo suyo qu elo haga jajaj",,,,,,,,,
SUPERIORIDAD,el hombre debe pagar,,,,,,,,,
SUPERIORIDAD,"como caballero, si yo invito, yo pago….",,,,,,,,,
SUPERIORIDAD,"si es una primera cita, yo como hombre yo no dejaria que ella pagara nada",,,,,,,,,
SUPERIORIDAD,el hombre deberia asumir el pago,,,,,,,,,
SUPERIORIDAD,"Las mujeres son mas competitivas entre ellas y dificilmente se apoyan , todo lo contrario a los hombres que son mas amigueros  ",,,,,,,,,
SUPERIORIDAD,"escucha mi consejo y hazme caso, yo se lo que te digo",,,,,,,,,
SUPERIORIDAD,"no estoy pidiendo tu opinion, no me interesa.. Entendiste!!",,,,,,,,,
SUPERIORIDAD,no se les olvide que yo soy su jefe.,,,,,,,,,
SUPERIORIDAD,"el fracaso no es una opcion, entendido!",,,,,,,,,
SUPERIORIDAD,"eres un fracasado, en tu vida, nunca has logrado nada",,,,,,,,,
SUPERIORIDAD,"no te estoy preguntando, entendido!!",,,,,,,,,
SUPERIORIDAD,"esta es la forma en que siempre se ha hecho, no me interesa tu opinion",,,,,,,,,
SUPERIORIDAD,"las cosas se hacen bien hechas, o mejor no hagas nada.",,,,,,,,,
SUPERIORIDAD,"quiero que pruebes con resultados lo que dices, si es que eres capaz",,,,,,,,,
SUPERIORIDAD,"Callate, tu no opines",,,,,,,,,
SUPERIORIDAD,"si consideras que tu opinion tiene mas peso que la mia, preparate para quedarte sola",,,,,,,,,
SUPERIORIDAD,un tigre no se preocupa de la opinion de las ovejas,,,,,,,,,
SUPERIORIDAD,"tengo mi autoestima alta, yo soy una hermosa persona",,,,,,,,,
SUPERIORIDAD,yo en estas cosas nunca me equivoco,,,,,,,,,
SUPERIORIDAD,quien dice que no se puede hacer no debe interrumpir a la persona que lo esta haciendo,,,,,,,,,
SUPERIORIDAD,"Si no valoras tu tiempo, tampoco lo haran los demas. Deja de regalar tu tiempo y tus talentos. Valore lo que sabe y empiece a cobrar por ello",,,,,,,,,
SUPERIORIDAD,"en serio crees que puedes hacer esto, yo creo que no!!",,,,,,,,,
SUPERIORIDAD,"Si no esta dispuesto a arriesgar lo habitual, tendra que conformarse con lo ordinario",,,,,,,,,
SUPERIORIDAD,"pedazo de bestia, eso no es lo que te pedi ",,,,,,,,,
SUPERIORIDAD,"deberias salir de este negocio, esto no es para ti",,,,,,,,,
SUPERIORIDAD,Eres un inutil,,,,,,,,,
SUPERIORIDAD,"crees que sabes mucho, y a la final no sabes nada.",,,,,,,,,
SUPERIORIDAD,"no puedes ir a esta reunion, mejor quedate porque me haces pasar vergüenza con mis amistades",,,,,,,,,
SUPERIORIDAD,"no tienes a nadie mas, solo a mi, asi que debes trabajar y hacer lo que yo te diga!!",,,,,,,,,
SUPERIORIDAD,"mi amor, tiene que hacer lo que te digo, es por tu bien..",,,,,,,,,
SUPERIORIDAD,En realidad cada mujer siente deseo de ser madre y aunque no tenga un hombre a lado puede ser feliz y no es que sea egoista,,,,,,,,,
SUPERIORIDAD,A criterio mientras ella quiera ser madre y hacerse responsable de un bebe esta bien por que los hijos no deben sufrir.,,,,,,,,,
SUPERIORIDAD,una madre soltera hoy en dia es un paradigma ante la sociedad y criticas de las personas incluso en el mismo entorno familiar,,,,,,,,,
SUPERIORIDAD,"Muchas veces la mujer busca sentir ese deseo de ser madres sin depender de alguien, si esa mujer esta economicamente estable y cuenta con tiempo para cuidar a ese niño pues estaria en todo su derecho.",,,,,,,,,
SUPERIORIDAD,Lucir bien y estar a la moda puede ser una prioridad pero siempre y cuando tengamos un buen control en nosotros mismo. ,,,,,,,,,
SUPERIORIDAD,"hay que cuidar como nos vemos, es nuestra carta presentacion",,,,,,,,,
SUPERIORIDAD,"la verdad, los gorditos no en toda cosa se ven bien, pero cierto es, que todo depende de la actitud… :)",,,,,,,,,
SUPERIORIDAD,mi conocimiento es superior al tuyo.,,,,,,,,,
SUPERIORIDAD,de que montaña habra bajado esta india horrible..,,,,,,,,,
SUPERIORIDAD,que culpa tengo de haber nacido con un cerebro privilegiado!!!! Jijiji,,,,,,,,,
SUPERIORIDAD,"no te estoy preguntando, te estoy diciendo que mi idea es mejor..",,,,,,,,,
SUPERIORIDAD,callate que nadie te esta preguntando… tu no conoces del tema,,,,,,,,,
SUPERIORIDAD,"Vivo para tener exito, no para complacerte a ti o cualquier otra persona",,,,,,,,,
SUPERIORIDAD,"no soy perfecta, soy autentica",,,,,,,,,
SUPERIORIDAD,"El conocimiento del mundo solo se adquiere en el mundo, y no en un armario.",,,,,,,,,
VANIDAD,"no es la ropa, es como luzco y quien soy!!!",,,,,,,,,
SUPERIORIDAD,"Deja, que ya lo hago yo, no sirves para nada",,,,,,,,,
SUPERIORIDAD,"Nada puedes hacer, que inutil eres",,,,,,,,,
SUPERIORIDAD,me da vergüenza que estes a mi lado,,,,,,,,,
SUPERIORIDAD,puta madre que no sirves para maldita la cosa..,,,,,,,,,
SUPERIORIDAD,nada puedes hacer bien!,,,,,,,,,
SUPERIORIDAD,que inutil que eres!,,,,,,,,,
SUPERIORIDAD,tu eres un sinonimo de accidente! Todo te sale mal..,,,,,,,,,
SUPERIORIDAD,"¿Pues que te has creido, que sabes mas que yo?",,,,,,,,,
SUPERIORIDAD,"y eso tan facil no puedes hacer, que bruto que eres!!",,,,,,,,,
SUPERIORIDAD,Eres necesario pero no indispensable,,,,,,,,,
SUPERIORIDAD,Que tonto que eres!!,,,,,,,,,
SUPERIORIDAD,No me interesa oir tu opinion!,,,,,,,,,
SUPERIORIDAD,retirate de mi presencia!!,,,,,,,,,
SUPERIORIDAD,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicarse,,,,,,,,,
SUPERIORIDAD,no vales nada!!,,,,,,,,,
SUPERIORIDAD,"No eres nadie sin mi, recuerdalo!",,,,,,,,,
SUPERIORIDAD,"Mañana tendre en cuenta tu opinion, hoy no me interesa",,,,,,,,,
SUPERIORIDAD,"Si no te gusta como soy, cambia tu",,,,,,,,,
SUPERIORIDAD,Tu ignorancia es enciclopedica.,,,,,,,,,
SUPERIORIDAD,"Yo jamas me equivoco, soy perfecta!",,,,,,,,,
SUPERIORIDAD,Retirate de mi presencia que me estorbas,,,,,,,,,
SUPERIORIDAD,de que te sirve tener cintura de avispa si tienes cerebro de insecto,,,,,,,,,
SUPERIORIDAD,"yo no le ruego a nadie, para rogar estas tu…",,,,,,,,,
SUPERIORIDAD,yo no me creo mucho.. No es mi culpa que tu te sientas inferior…,,,,,,,,,
SUPERIORIDAD,no soporto la mediocridad de quienes me rodean..,,,,,,,,,
SUPERIORIDAD,yo no le temo a nada,,,,,,,,,
SUPERIORIDAD,"mi orgullo es tan hermoso, que hoy puedo hablar bien lindo con alguien, y si me defraudas mañana te paso por el lado como si no te conociera.",,,,,,,,,
SUPERIORIDAD,nadie puede ser mejor que yo..,,,,,,,,,
SUPERIORIDAD,hasta cuando me equivoco soy el mejor.,,,,,,,,,
SUPERIORIDAD,"no necesito un borrador, yo nunca me equivoco… soy un genio!!  Jajajaja",,,,,,,,,
SUPERIORIDAD,yo no soy un tigre que pierde el sueño por la opinion de las ovejas,,,,,,,,,
SUPERIORIDAD,mi superioridad intelectual es una posesion gloriosa y eterna.,,,,,,,,,
SUPERIORIDAD,"mi coeficiente intelectual es superior al tuyo, asi que, no te compares",,,,,,,,,
SUPERIORIDAD,"no insultes mi inteligencia, pedazo de ignorante",,,,,,,,,
SUPERIORIDAD,tu no puedes saber mas que yo..,,,,,,,,,
SUPERIORIDAD,ese tonto siempre tiene que hacer preguntas estupidas!!,,,,,,,,,
SUPERIORIDAD,"que asno, no sabe nada",,,,,,,,,
SUPERIORIDAD,"yo no me creo importante, yo soy importante",,,,,,,,,
SUPERIORIDAD,soy tan inteligente que a veces no entiendo una sola palabra de lo que estoy diciendo,,,,,,,,,
SUPERIORIDAD,"yo soy una mujer inteligente que no se rebaja a competir con otra, yo tengo claro que donde hay calidad nunca habra competencia",,,,,,,,,
SUPERIORIDAD,"ubicate cosa mal hecha, nunca seras igual a mi",,,,,,,,,
SUPERIORIDAD,que basica que eres…,,,,,,,,,
SUPERIORIDAD,que ordinaria que eres…,,,,,,,,,
SUPERIORIDAD,eres un burro con plata,,,,,,,,,
SUPERIORIDAD,"es que el color de tu piel es feo, por eso no salgo contigo",,,,,,,,,
SUPERIORIDAD,soy mucha mariposa para tu estomago,,,,,,,,,
SUPERIORIDAD,"si me callo, es porque no me gusta discutir con idiotas",,,,,,,,,
SUPERIORIDAD,"Cuando un hombre te quita a tu pareja, no hay mejor venganza que dejar que se quede con ella.",,,,,,,,,
SUPERIORIDAD,te lo dije!!,,,,,,,,,
SUPERIORIDAD,"Todo el mundo tiene derecho a ser estupido, pero tu estas abusando de ese privilegio.",,,,,,,,,
SUPERIORIDAD,"Siento haberte ofendido cuando te llame estupido, realmente creia que tu ya lo sabias. ",,,,,,,,,
SUPERIORIDAD,Soy experto fingiendo que la opinion de los demas me importa,,,,,,,,,
SUPERIORIDAD,"Cuando veo mi grandeza, me pregunto, si Dios dejo algo para los demas.",,,,,,,,,
SUPERIORIDAD,Merezco toda tu atencion,,,,,,,,,
